,geometry,species_count
3280,POINT (-85.55365983002187 10.455512380985866),17
3281,POINT (-85.55365983002187 10.465381780985865),17
3282,POINT (-85.55365983002187 10.475251180985865),17
3283,POINT (-85.55365983002187 10.485120580985864),17
3284,POINT (-85.55365983002187 10.494989980985864),17
3285,POINT (-85.55365983002187 10.504859380985863),17
3286,POINT (-85.55365983002187 10.514728780985862),17
3287,POINT (-85.55365983002187 10.524598180985862),17
3288,POINT (-85.55365983002187 10.534467580985861),17
3289,POINT (-85.55365983002187 10.544336980985861),17
3290,POINT (-85.55365983002187 10.55420638098586),17
3291,POINT (-85.55365983002187 10.56407578098586),17
3292,POINT (-85.55365983002187 10.57394518098586),17
3293,POINT (-85.55365983002187 10.583814580985859),17
3294,POINT (-85.55365983002187 10.593683980985858),17
3295,POINT (-85.55365983002187 10.603553380985858),17
3296,POINT (-85.55365983002187 10.613422780985857),17
3297,POINT (-85.55365983002187 10.623292180985857),17
3298,POINT (-85.55365983002187 10.633161580985856),17
3299,POINT (-85.55365983002187 10.643030980985856),17
3300,POINT (-85.55365983002187 10.652900380985855),17
3301,POINT (-85.55365983002187 10.662769780985855),17
3302,POINT (-85.55365983002187 10.672639180985854),17
3303,POINT (-85.55365983002187 10.682508580985854),17
3304,POINT (-85.55365983002187 10.692377980985853),17
3305,POINT (-85.55365983002187 10.702247380985852),17
3306,POINT (-85.55365983002187 10.712116780985852),17
3307,POINT (-85.55365983002187 10.721986180985851),17
3308,POINT (-85.55365983002187 10.731855580985851),17
3309,POINT (-85.55365983002187 10.74172498098585),17
3310,POINT (-85.55365983002187 10.75159438098585),17
3311,POINT (-85.55365983002187 10.76146378098585),17
3312,POINT (-85.55365983002187 10.771333180985849),17
3313,POINT (-85.55365983002187 10.781202580985848),17
3314,POINT (-85.55365983002187 10.791071980985848),18
3315,POINT (-85.55365983002187 10.800941380985847),18
3316,POINT (-85.55365983002187 10.810810780985847),18
3317,POINT (-85.55365983002187 10.820680180985846),18
3318,POINT (-85.55365983002187 10.830549580985846),18
3319,POINT (-85.55365983002187 10.840418980985845),19
3320,POINT (-85.55365983002187 10.850288380985845),20
3321,POINT (-85.55365983002187 10.860157780985844),19
3322,POINT (-85.55365983002187 10.870027180985844),19
3323,POINT (-85.55365983002187 10.879896580985843),19
3324,POINT (-85.55365983002187 10.889765980985842),19
3325,POINT (-85.55365983002187 10.899635380985842),19
3326,POINT (-85.55365983002187 10.909504780985841),18
3327,POINT (-85.55365983002187 10.919374180985841),18
3328,POINT (-85.55365983002187 10.92924358098584),18
3329,POINT (-85.55365983002187 10.93911298098584),18
3330,POINT (-85.55365983002187 10.94898238098584),17
3331,POINT (-85.55365983002187 10.958851780985839),17
3332,POINT (-85.55365983002187 10.968721180985838),17
3333,POINT (-85.55365983002187 10.978590580985838),17
3334,POINT (-85.55365983002187 10.988459980985837),17
3335,POINT (-85.55365983002187 10.998329380985837),17
3336,POINT (-85.55365983002187 11.008198780985836),17
3337,POINT (-85.55365983002187 11.018068180985836),17
3338,POINT (-85.55365983002187 11.027937580985835),17
3339,POINT (-85.55365983002187 11.037806980985835),17
3340,POINT (-85.55365983002187 11.047676380985834),16
3341,POINT (-85.55365983002187 11.057545780985834),16
3342,POINT (-85.55365983002187 11.067415180985833),16
3343,POINT (-85.55365983002187 11.077284580985832),16
3344,POINT (-85.55365983002187 11.087153980985832),16
3345,POINT (-85.55365983002187 11.097023380985831),16
3346,POINT (-85.55365983002187 11.10689278098583),16
3347,POINT (-85.55365983002187 11.11676218098583),16
3348,POINT (-85.55365983002187 11.12663158098583),16
3349,POINT (-85.55365983002187 11.13650098098583),16
3350,POINT (-85.55365983002187 11.146370380985829),16
3351,POINT (-85.55365983002187 11.156239780985828),16
3352,POINT (-85.55365983002187 11.166109180985828),17
3353,POINT (-85.55365983002187 11.175978580985827),17
3354,POINT (-85.55365983002187 11.185847980985827),17
3355,POINT (-85.55365983002187 11.195717380985826),17
3356,POINT (-85.55365983002187 11.205586780985826),17
3357,POINT (-85.54557513002187 9.902825980985895),17
3358,POINT (-85.54557513002187 9.912695380985895),17
3359,POINT (-85.54557513002187 9.922564780985894),17
3360,POINT (-85.54557513002187 9.932434180985894),17
3361,POINT (-85.54557513002187 9.942303580985893),17
3362,POINT (-85.54557513002187 9.952172980985893),17
3363,POINT (-85.54557513002187 9.962042380985892),17
3364,POINT (-85.54557513002187 9.971911780985891),17
3365,POINT (-85.54557513002187 9.981781180985891),17
3366,POINT (-85.54557513002187 9.99165058098589),17
3367,POINT (-85.54557513002187 10.00151998098589),17
3368,POINT (-85.54557513002187 10.01138938098589),17
3369,POINT (-85.54557513002187 10.021258780985889),17
3370,POINT (-85.54557513002187 10.031128180985888),17
3371,POINT (-85.54557513002187 10.040997580985888),17
3372,POINT (-85.54557513002187 10.050866980985887),17
3373,POINT (-85.54557513002187 10.060736380985887),17
3374,POINT (-85.54557513002187 10.070605780985886),17
3375,POINT (-85.54557513002187 10.080475180985886),17
3376,POINT (-85.54557513002187 10.090344580985885),17
3377,POINT (-85.54557513002187 10.100213980985885),17
3378,POINT (-85.54557513002187 10.110083380985884),17
3379,POINT (-85.54557513002187 10.119952780985884),17
3380,POINT (-85.54557513002187 10.129822180985883),17
3381,POINT (-85.54557513002187 10.139691580985883),17
3382,POINT (-85.54557513002187 10.149560980985882),17
3383,POINT (-85.54557513002187 10.159430380985881),17
3384,POINT (-85.54557513002187 10.169299780985881),17
3385,POINT (-85.54557513002187 10.17916918098588),17
3386,POINT (-85.54557513002187 10.18903858098588),17
3387,POINT (-85.54557513002187 10.19890798098588),17
3388,POINT (-85.54557513002187 10.208777380985879),17
3389,POINT (-85.54557513002187 10.218646780985878),17
3390,POINT (-85.54557513002187 10.228516180985878),17
3391,POINT (-85.54557513002187 10.238385580985877),17
3392,POINT (-85.54557513002187 10.248254980985877),17
3393,POINT (-85.54557513002187 10.258124380985876),17
3394,POINT (-85.54557513002187 10.267993780985876),17
3395,POINT (-85.54557513002187 10.277863180985875),17
3396,POINT (-85.54557513002187 10.287732580985875),17
3397,POINT (-85.54557513002187 10.297601980985874),17
3398,POINT (-85.54557513002187 10.307471380985874),17
3399,POINT (-85.54557513002187 10.317340780985873),17
3400,POINT (-85.54557513002187 10.327210180985873),17
3401,POINT (-85.54557513002187 10.337079580985872),17
3402,POINT (-85.54557513002187 10.346948980985871),17
3403,POINT (-85.54557513002187 10.356818380985871),17
3404,POINT (-85.54557513002187 10.36668778098587),17
3405,POINT (-85.54557513002187 10.37655718098587),17
3406,POINT (-85.54557513002187 10.38642658098587),17
3407,POINT (-85.54557513002187 10.396295980985869),17
3408,POINT (-85.54557513002187 10.406165380985868),17
3409,POINT (-85.54557513002187 10.416034780985868),17
3410,POINT (-85.54557513002187 10.425904180985867),17
3411,POINT (-85.54557513002187 10.435773580985867),17
3412,POINT (-85.54557513002187 10.445642980985866),17
3413,POINT (-85.54557513002187 10.455512380985866),17
3414,POINT (-85.54557513002187 10.465381780985865),17
3415,POINT (-85.54557513002187 10.475251180985865),17
3416,POINT (-85.54557513002187 10.485120580985864),17
3417,POINT (-85.54557513002187 10.494989980985864),17
3418,POINT (-85.54557513002187 10.504859380985863),17
3419,POINT (-85.54557513002187 10.514728780985862),17
3420,POINT (-85.54557513002187 10.524598180985862),17
3421,POINT (-85.54557513002187 10.534467580985861),17
3422,POINT (-85.54557513002187 10.544336980985861),17
3423,POINT (-85.54557513002187 10.55420638098586),17
3424,POINT (-85.54557513002187 10.56407578098586),17
3425,POINT (-85.54557513002187 10.57394518098586),17
3426,POINT (-85.54557513002187 10.583814580985859),17
3427,POINT (-85.54557513002187 10.593683980985858),17
3428,POINT (-85.54557513002187 10.603553380985858),17
3429,POINT (-85.54557513002187 10.613422780985857),17
3430,POINT (-85.54557513002187 10.623292180985857),17
3431,POINT (-85.54557513002187 10.633161580985856),17
3432,POINT (-85.54557513002187 10.643030980985856),17
3433,POINT (-85.54557513002187 10.652900380985855),17
3434,POINT (-85.54557513002187 10.662769780985855),17
3435,POINT (-85.54557513002187 10.672639180985854),17
3436,POINT (-85.54557513002187 10.682508580985854),17
3437,POINT (-85.54557513002187 10.692377980985853),17
3438,POINT (-85.54557513002187 10.702247380985852),17
3439,POINT (-85.54557513002187 10.712116780985852),17
3440,POINT (-85.54557513002187 10.721986180985851),17
3441,POINT (-85.54557513002187 10.731855580985851),17
3442,POINT (-85.54557513002187 10.74172498098585),17
3443,POINT (-85.54557513002187 10.75159438098585),17
3444,POINT (-85.54557513002187 10.76146378098585),17
3445,POINT (-85.54557513002187 10.771333180985849),17
3446,POINT (-85.54557513002187 10.781202580985848),17
3447,POINT (-85.54557513002187 10.791071980985848),18
3448,POINT (-85.54557513002187 10.800941380985847),18
3449,POINT (-85.54557513002187 10.810810780985847),18
3450,POINT (-85.54557513002187 10.820680180985846),18
3451,POINT (-85.54557513002187 10.830549580985846),18
3452,POINT (-85.54557513002187 10.840418980985845),19
3453,POINT (-85.54557513002187 10.850288380985845),20
3454,POINT (-85.54557513002187 10.860157780985844),20
3455,POINT (-85.54557513002187 10.870027180985844),19
3456,POINT (-85.54557513002187 10.879896580985843),19
3457,POINT (-85.54557513002187 10.889765980985842),19
3458,POINT (-85.54557513002187 10.899635380985842),19
3459,POINT (-85.54557513002187 10.909504780985841),19
3460,POINT (-85.54557513002187 10.919374180985841),18
3461,POINT (-85.54557513002187 10.92924358098584),18
3462,POINT (-85.54557513002187 10.93911298098584),18
3463,POINT (-85.54557513002187 10.94898238098584),18
3464,POINT (-85.54557513002187 10.958851780985839),17
3465,POINT (-85.54557513002187 10.968721180985838),17
3466,POINT (-85.54557513002187 10.978590580985838),17
3467,POINT (-85.54557513002187 10.988459980985837),17
3468,POINT (-85.54557513002187 10.998329380985837),17
3469,POINT (-85.54557513002187 11.008198780985836),17
3470,POINT (-85.54557513002187 11.018068180985836),17
3471,POINT (-85.54557513002187 11.027937580985835),17
3472,POINT (-85.54557513002187 11.037806980985835),17
3473,POINT (-85.54557513002187 11.047676380985834),16
3474,POINT (-85.54557513002187 11.057545780985834),16
3475,POINT (-85.54557513002187 11.067415180985833),16
3476,POINT (-85.54557513002187 11.077284580985832),16
3477,POINT (-85.54557513002187 11.087153980985832),17
3478,POINT (-85.54557513002187 11.097023380985831),16
3479,POINT (-85.54557513002187 11.10689278098583),16
3480,POINT (-85.54557513002187 11.11676218098583),16
3481,POINT (-85.54557513002187 11.12663158098583),16
3482,POINT (-85.54557513002187 11.13650098098583),16
3483,POINT (-85.54557513002187 11.146370380985829),16
3484,POINT (-85.54557513002187 11.156239780985828),17
3485,POINT (-85.54557513002187 11.166109180985828),17
3486,POINT (-85.54557513002187 11.175978580985827),17
3487,POINT (-85.54557513002187 11.185847980985827),17
3488,POINT (-85.54557513002187 11.195717380985826),17
3489,POINT (-85.54557513002187 11.205586780985826),17
3490,POINT (-85.53749043002188 9.902825980985895),17
3491,POINT (-85.53749043002188 9.912695380985895),17
3492,POINT (-85.53749043002188 9.922564780985894),17
3493,POINT (-85.53749043002188 9.932434180985894),17
3494,POINT (-85.53749043002188 9.942303580985893),17
3495,POINT (-85.53749043002188 9.952172980985893),17
3496,POINT (-85.53749043002188 9.962042380985892),17
3497,POINT (-85.53749043002188 9.971911780985891),17
3498,POINT (-85.53749043002188 9.981781180985891),17
3499,POINT (-85.53749043002188 9.99165058098589),17
3500,POINT (-85.53749043002188 10.00151998098589),17
3501,POINT (-85.53749043002188 10.01138938098589),17
3502,POINT (-85.53749043002188 10.021258780985889),17
3503,POINT (-85.53749043002188 10.031128180985888),17
3504,POINT (-85.53749043002188 10.040997580985888),17
3505,POINT (-85.53749043002188 10.050866980985887),17
3506,POINT (-85.53749043002188 10.060736380985887),17
3507,POINT (-85.53749043002188 10.070605780985886),17
3508,POINT (-85.53749043002188 10.080475180985886),17
3509,POINT (-85.53749043002188 10.090344580985885),17
3510,POINT (-85.53749043002188 10.100213980985885),17
3511,POINT (-85.53749043002188 10.110083380985884),17
3512,POINT (-85.53749043002188 10.119952780985884),17
3513,POINT (-85.53749043002188 10.129822180985883),17
3514,POINT (-85.53749043002188 10.139691580985883),17
3515,POINT (-85.53749043002188 10.149560980985882),17
3516,POINT (-85.53749043002188 10.159430380985881),17
3517,POINT (-85.53749043002188 10.169299780985881),17
3518,POINT (-85.53749043002188 10.17916918098588),17
3519,POINT (-85.53749043002188 10.18903858098588),17
3520,POINT (-85.53749043002188 10.19890798098588),17
3521,POINT (-85.53749043002188 10.208777380985879),17
3522,POINT (-85.53749043002188 10.218646780985878),17
3523,POINT (-85.53749043002188 10.228516180985878),17
3524,POINT (-85.53749043002188 10.238385580985877),17
3525,POINT (-85.53749043002188 10.248254980985877),17
3526,POINT (-85.53749043002188 10.258124380985876),17
3527,POINT (-85.53749043002188 10.267993780985876),17
3528,POINT (-85.53749043002188 10.277863180985875),17
3529,POINT (-85.53749043002188 10.287732580985875),17
3530,POINT (-85.53749043002188 10.297601980985874),17
3531,POINT (-85.53749043002188 10.307471380985874),17
3532,POINT (-85.53749043002188 10.317340780985873),17
3533,POINT (-85.53749043002188 10.327210180985873),17
3534,POINT (-85.53749043002188 10.337079580985872),17
3535,POINT (-85.53749043002188 10.346948980985871),17
3536,POINT (-85.53749043002188 10.356818380985871),17
3537,POINT (-85.53749043002188 10.36668778098587),17
3538,POINT (-85.53749043002188 10.37655718098587),17
3539,POINT (-85.53749043002188 10.38642658098587),17
3540,POINT (-85.53749043002188 10.396295980985869),17
3541,POINT (-85.53749043002188 10.406165380985868),17
3542,POINT (-85.53749043002188 10.416034780985868),17
3543,POINT (-85.53749043002188 10.425904180985867),17
3544,POINT (-85.53749043002188 10.435773580985867),17
3545,POINT (-85.53749043002188 10.445642980985866),17
3546,POINT (-85.53749043002188 10.455512380985866),17
3547,POINT (-85.53749043002188 10.465381780985865),17
3548,POINT (-85.53749043002188 10.475251180985865),17
3549,POINT (-85.53749043002188 10.485120580985864),17
3550,POINT (-85.53749043002188 10.494989980985864),17
3551,POINT (-85.53749043002188 10.504859380985863),17
3552,POINT (-85.53749043002188 10.514728780985862),17
3553,POINT (-85.53749043002188 10.524598180985862),17
3554,POINT (-85.53749043002188 10.534467580985861),17
3555,POINT (-85.53749043002188 10.544336980985861),17
3556,POINT (-85.53749043002188 10.55420638098586),17
3557,POINT (-85.53749043002188 10.56407578098586),17
3558,POINT (-85.53749043002188 10.57394518098586),17
3559,POINT (-85.53749043002188 10.583814580985859),17
3560,POINT (-85.53749043002188 10.593683980985858),17
3561,POINT (-85.53749043002188 10.603553380985858),17
3562,POINT (-85.53749043002188 10.613422780985857),17
3563,POINT (-85.53749043002188 10.623292180985857),17
3564,POINT (-85.53749043002188 10.633161580985856),17
3565,POINT (-85.53749043002188 10.643030980985856),17
3566,POINT (-85.53749043002188 10.652900380985855),17
3567,POINT (-85.53749043002188 10.662769780985855),17
3568,POINT (-85.53749043002188 10.672639180985854),17
3569,POINT (-85.53749043002188 10.682508580985854),17
3570,POINT (-85.53749043002188 10.692377980985853),17
3571,POINT (-85.53749043002188 10.702247380985852),17
3572,POINT (-85.53749043002188 10.712116780985852),17
3573,POINT (-85.53749043002188 10.721986180985851),17
3574,POINT (-85.53749043002188 10.731855580985851),17
3575,POINT (-85.53749043002188 10.74172498098585),17
3576,POINT (-85.53749043002188 10.75159438098585),17
3577,POINT (-85.53749043002188 10.76146378098585),17
3578,POINT (-85.53749043002188 10.771333180985849),17
3579,POINT (-85.53749043002188 10.781202580985848),17
3580,POINT (-85.53749043002188 10.791071980985848),18
3581,POINT (-85.53749043002188 10.800941380985847),18
3582,POINT (-85.53749043002188 10.810810780985847),18
3583,POINT (-85.53749043002188 10.820680180985846),18
3584,POINT (-85.53749043002188 10.830549580985846),19
3585,POINT (-85.53749043002188 10.840418980985845),19
3586,POINT (-85.53749043002188 10.850288380985845),20
3587,POINT (-85.53749043002188 10.860157780985844),20
3588,POINT (-85.53749043002188 10.870027180985844),19
3589,POINT (-85.53749043002188 10.879896580985843),19
3590,POINT (-85.53749043002188 10.889765980985842),19
3591,POINT (-85.53749043002188 10.899635380985842),19
3592,POINT (-85.53749043002188 10.909504780985841),19
3593,POINT (-85.53749043002188 10.919374180985841),18
3594,POINT (-85.53749043002188 10.92924358098584),18
3595,POINT (-85.53749043002188 10.93911298098584),18
3596,POINT (-85.53749043002188 10.94898238098584),18
3597,POINT (-85.53749043002188 10.958851780985839),18
3598,POINT (-85.53749043002188 10.968721180985838),18
3599,POINT (-85.53749043002188 10.978590580985838),18
3600,POINT (-85.53749043002188 10.988459980985837),18
3601,POINT (-85.53749043002188 10.998329380985837),18
3602,POINT (-85.53749043002188 11.008198780985836),18
3603,POINT (-85.53749043002188 11.018068180985836),18
3604,POINT (-85.53749043002188 11.027937580985835),17
3605,POINT (-85.53749043002188 11.037806980985835),17
3606,POINT (-85.53749043002188 11.047676380985834),16
3607,POINT (-85.53749043002188 11.057545780985834),17
3608,POINT (-85.53749043002188 11.067415180985833),17
3609,POINT (-85.53749043002188 11.077284580985832),17
3610,POINT (-85.53749043002188 11.087153980985832),17
3611,POINT (-85.53749043002188 11.097023380985831),17
3612,POINT (-85.53749043002188 11.10689278098583),17
3613,POINT (-85.53749043002188 11.11676218098583),16
3614,POINT (-85.53749043002188 11.12663158098583),16
3615,POINT (-85.53749043002188 11.13650098098583),16
3616,POINT (-85.53749043002188 11.146370380985829),17
3617,POINT (-85.53749043002188 11.156239780985828),17
3618,POINT (-85.53749043002188 11.166109180985828),17
3619,POINT (-85.53749043002188 11.175978580985827),17
3620,POINT (-85.53749043002188 11.185847980985827),17
3621,POINT (-85.53749043002188 11.195717380985826),17
3622,POINT (-85.53749043002188 11.205586780985826),16
3623,POINT (-85.52940573002188 9.892956580985896),17
3624,POINT (-85.52940573002188 9.902825980985895),17
3625,POINT (-85.52940573002188 9.912695380985895),17
3626,POINT (-85.52940573002188 9.922564780985894),17
3627,POINT (-85.52940573002188 9.932434180985894),17
3628,POINT (-85.52940573002188 9.942303580985893),17
3629,POINT (-85.52940573002188 9.952172980985893),17
3630,POINT (-85.52940573002188 9.962042380985892),17
3631,POINT (-85.52940573002188 9.971911780985891),17
3632,POINT (-85.52940573002188 9.981781180985891),17
3633,POINT (-85.52940573002188 9.99165058098589),17
3634,POINT (-85.52940573002188 10.00151998098589),17
3635,POINT (-85.52940573002188 10.01138938098589),17
3636,POINT (-85.52940573002188 10.021258780985889),17
3637,POINT (-85.52940573002188 10.031128180985888),17
3638,POINT (-85.52940573002188 10.040997580985888),17
3639,POINT (-85.52940573002188 10.050866980985887),17
3640,POINT (-85.52940573002188 10.060736380985887),17
3641,POINT (-85.52940573002188 10.070605780985886),17
3642,POINT (-85.52940573002188 10.080475180985886),17
3643,POINT (-85.52940573002188 10.090344580985885),17
3644,POINT (-85.52940573002188 10.100213980985885),17
3645,POINT (-85.52940573002188 10.110083380985884),17
3646,POINT (-85.52940573002188 10.119952780985884),17
3647,POINT (-85.52940573002188 10.129822180985883),17
3648,POINT (-85.52940573002188 10.139691580985883),17
3649,POINT (-85.52940573002188 10.149560980985882),17
3650,POINT (-85.52940573002188 10.159430380985881),17
3651,POINT (-85.52940573002188 10.169299780985881),17
3652,POINT (-85.52940573002188 10.17916918098588),17
3653,POINT (-85.52940573002188 10.18903858098588),17
3654,POINT (-85.52940573002188 10.19890798098588),17
3655,POINT (-85.52940573002188 10.208777380985879),17
3656,POINT (-85.52940573002188 10.218646780985878),17
3657,POINT (-85.52940573002188 10.228516180985878),17
3658,POINT (-85.52940573002188 10.238385580985877),17
3659,POINT (-85.52940573002188 10.248254980985877),17
3660,POINT (-85.52940573002188 10.258124380985876),17
3661,POINT (-85.52940573002188 10.267993780985876),17
3662,POINT (-85.52940573002188 10.277863180985875),17
3663,POINT (-85.52940573002188 10.287732580985875),17
3664,POINT (-85.52940573002188 10.297601980985874),17
3665,POINT (-85.52940573002188 10.307471380985874),17
3666,POINT (-85.52940573002188 10.317340780985873),17
3667,POINT (-85.52940573002188 10.327210180985873),17
3668,POINT (-85.52940573002188 10.337079580985872),17
3669,POINT (-85.52940573002188 10.346948980985871),17
3670,POINT (-85.52940573002188 10.356818380985871),17
3671,POINT (-85.52940573002188 10.36668778098587),17
3672,POINT (-85.52940573002188 10.37655718098587),17
3673,POINT (-85.52940573002188 10.38642658098587),17
3674,POINT (-85.52940573002188 10.396295980985869),17
3675,POINT (-85.52940573002188 10.406165380985868),17
3676,POINT (-85.52940573002188 10.416034780985868),17
3677,POINT (-85.52940573002188 10.425904180985867),17
3678,POINT (-85.52940573002188 10.435773580985867),17
3679,POINT (-85.52940573002188 10.445642980985866),17
3680,POINT (-85.52940573002188 10.455512380985866),17
3681,POINT (-85.52940573002188 10.465381780985865),17
3682,POINT (-85.52940573002188 10.475251180985865),17
3683,POINT (-85.52940573002188 10.485120580985864),17
3684,POINT (-85.52940573002188 10.494989980985864),17
3685,POINT (-85.52940573002188 10.504859380985863),17
3686,POINT (-85.52940573002188 10.514728780985862),17
3687,POINT (-85.52940573002188 10.524598180985862),17
3688,POINT (-85.52940573002188 10.534467580985861),17
3689,POINT (-85.52940573002188 10.544336980985861),17
3690,POINT (-85.52940573002188 10.55420638098586),17
3691,POINT (-85.52940573002188 10.56407578098586),17
3692,POINT (-85.52940573002188 10.57394518098586),17
3693,POINT (-85.52940573002188 10.583814580985859),17
3694,POINT (-85.52940573002188 10.593683980985858),17
3695,POINT (-85.52940573002188 10.603553380985858),17
3696,POINT (-85.52940573002188 10.613422780985857),17
3697,POINT (-85.52940573002188 10.623292180985857),17
3698,POINT (-85.52940573002188 10.633161580985856),17
3699,POINT (-85.52940573002188 10.643030980985856),17
3700,POINT (-85.52940573002188 10.652900380985855),17
3701,POINT (-85.52940573002188 10.662769780985855),17
3702,POINT (-85.52940573002188 10.672639180985854),17
3703,POINT (-85.52940573002188 10.682508580985854),17
3704,POINT (-85.52940573002188 10.692377980985853),17
3705,POINT (-85.52940573002188 10.702247380985852),17
3706,POINT (-85.52940573002188 10.712116780985852),17
3707,POINT (-85.52940573002188 10.721986180985851),17
3708,POINT (-85.52940573002188 10.731855580985851),17
3709,POINT (-85.52940573002188 10.74172498098585),17
3710,POINT (-85.52940573002188 10.75159438098585),17
3711,POINT (-85.52940573002188 10.76146378098585),17
3712,POINT (-85.52940573002188 10.771333180985849),17
3713,POINT (-85.52940573002188 10.781202580985848),17
3714,POINT (-85.52940573002188 10.791071980985848),18
3715,POINT (-85.52940573002188 10.800941380985847),18
3716,POINT (-85.52940573002188 10.810810780985847),18
3717,POINT (-85.52940573002188 10.820680180985846),19
3718,POINT (-85.52940573002188 10.830549580985846),19
3719,POINT (-85.52940573002188 10.840418980985845),19
3720,POINT (-85.52940573002188 10.850288380985845),19
3721,POINT (-85.52940573002188 10.860157780985844),19
3722,POINT (-85.52940573002188 10.870027180985844),20
3723,POINT (-85.52940573002188 10.879896580985843),19
3724,POINT (-85.52940573002188 10.889765980985842),19
3725,POINT (-85.52940573002188 10.899635380985842),19
3726,POINT (-85.52940573002188 10.909504780985841),19
3727,POINT (-85.52940573002188 10.919374180985841),19
3728,POINT (-85.52940573002188 10.92924358098584),18
3729,POINT (-85.52940573002188 10.93911298098584),18
3730,POINT (-85.52940573002188 10.94898238098584),19
3731,POINT (-85.52940573002188 10.958851780985839),19
3732,POINT (-85.52940573002188 10.968721180985838),20
3733,POINT (-85.52940573002188 10.978590580985838),20
3734,POINT (-85.52940573002188 10.988459980985837),18
3735,POINT (-85.52940573002188 10.998329380985837),18
3736,POINT (-85.52940573002188 11.008198780985836),18
3737,POINT (-85.52940573002188 11.018068180985836),18
3738,POINT (-85.52940573002188 11.027937580985835),17
3739,POINT (-85.52940573002188 11.037806980985835),17
3740,POINT (-85.52940573002188 11.047676380985834),18
3741,POINT (-85.52940573002188 11.057545780985834),18
3742,POINT (-85.52940573002188 11.067415180985833),18
3743,POINT (-85.52940573002188 11.077284580985832),18
3744,POINT (-85.52940573002188 11.087153980985832),18
3745,POINT (-85.52940573002188 11.097023380985831),18
3746,POINT (-85.52940573002188 11.10689278098583),17
3747,POINT (-85.52940573002188 11.11676218098583),17
3748,POINT (-85.52940573002188 11.12663158098583),16
3749,POINT (-85.52940573002188 11.13650098098583),17
3750,POINT (-85.52940573002188 11.146370380985829),17
3751,POINT (-85.52940573002188 11.156239780985828),17
3752,POINT (-85.52940573002188 11.166109180985828),17
3753,POINT (-85.52940573002188 11.175978580985827),16
3754,POINT (-85.52940573002188 11.185847980985827),16
3755,POINT (-85.52940573002188 11.195717380985826),16
3756,POINT (-85.52132103002188 9.892956580985896),17
3757,POINT (-85.52132103002188 9.902825980985895),17
3758,POINT (-85.52132103002188 9.912695380985895),17
3759,POINT (-85.52132103002188 9.922564780985894),17
3760,POINT (-85.52132103002188 9.932434180985894),17
3761,POINT (-85.52132103002188 9.942303580985893),17
3762,POINT (-85.52132103002188 9.952172980985893),17
3763,POINT (-85.52132103002188 9.962042380985892),17
3764,POINT (-85.52132103002188 9.971911780985891),17
3765,POINT (-85.52132103002188 9.981781180985891),17
3766,POINT (-85.52132103002188 9.99165058098589),17
3767,POINT (-85.52132103002188 10.00151998098589),17
3768,POINT (-85.52132103002188 10.01138938098589),17
3769,POINT (-85.52132103002188 10.021258780985889),17
3770,POINT (-85.52132103002188 10.031128180985888),17
3771,POINT (-85.52132103002188 10.040997580985888),17
3772,POINT (-85.52132103002188 10.050866980985887),17
3773,POINT (-85.52132103002188 10.060736380985887),17
3774,POINT (-85.52132103002188 10.070605780985886),17
3775,POINT (-85.52132103002188 10.080475180985886),17
3776,POINT (-85.52132103002188 10.090344580985885),17
3777,POINT (-85.52132103002188 10.100213980985885),17
3778,POINT (-85.52132103002188 10.110083380985884),17
3779,POINT (-85.52132103002188 10.119952780985884),17
3780,POINT (-85.52132103002188 10.129822180985883),17
3781,POINT (-85.52132103002188 10.139691580985883),17
3782,POINT (-85.52132103002188 10.149560980985882),17
3783,POINT (-85.52132103002188 10.159430380985881),17
3784,POINT (-85.52132103002188 10.169299780985881),17
3785,POINT (-85.52132103002188 10.17916918098588),17
3786,POINT (-85.52132103002188 10.18903858098588),17
3787,POINT (-85.52132103002188 10.19890798098588),17
3788,POINT (-85.52132103002188 10.208777380985879),17
3789,POINT (-85.52132103002188 10.218646780985878),17
3790,POINT (-85.52132103002188 10.228516180985878),17
3791,POINT (-85.52132103002188 10.238385580985877),17
3792,POINT (-85.52132103002188 10.248254980985877),17
3793,POINT (-85.52132103002188 10.258124380985876),17
3794,POINT (-85.52132103002188 10.267993780985876),17
3795,POINT (-85.52132103002188 10.277863180985875),17
3796,POINT (-85.52132103002188 10.287732580985875),17
3797,POINT (-85.52132103002188 10.297601980985874),17
3798,POINT (-85.52132103002188 10.307471380985874),17
3799,POINT (-85.52132103002188 10.317340780985873),17
3800,POINT (-85.52132103002188 10.327210180985873),17
3801,POINT (-85.52132103002188 10.337079580985872),17
3802,POINT (-85.52132103002188 10.346948980985871),17
3803,POINT (-85.52132103002188 10.356818380985871),17
3804,POINT (-85.52132103002188 10.36668778098587),17
3805,POINT (-85.52132103002188 10.37655718098587),17
3806,POINT (-85.52132103002188 10.38642658098587),17
3807,POINT (-85.52132103002188 10.396295980985869),17
3808,POINT (-85.52132103002188 10.406165380985868),17
3809,POINT (-85.52132103002188 10.416034780985868),17
3810,POINT (-85.52132103002188 10.425904180985867),17
3811,POINT (-85.52132103002188 10.435773580985867),17
3812,POINT (-85.52132103002188 10.445642980985866),17
3813,POINT (-85.52132103002188 10.455512380985866),17
3814,POINT (-85.52132103002188 10.465381780985865),17
3815,POINT (-85.52132103002188 10.475251180985865),17
3816,POINT (-85.52132103002188 10.485120580985864),17
3817,POINT (-85.52132103002188 10.494989980985864),17
