,geometry,species_count
43391,POINT (-83.38696023002248 9.853478980985898),53
43392,POINT (-83.38696023002248 9.863348380985897),57
43393,POINT (-83.38696023002248 9.873217780985897),57
43394,POINT (-83.38696023002248 9.883087180985896),59
43395,POINT (-83.38696023002248 9.892956580985896),60
43396,POINT (-83.38696023002248 9.902825980985895),62
43397,POINT (-83.38696023002248 9.912695380985895),65
43398,POINT (-83.38696023002248 9.922564780985894),66
43399,POINT (-83.38696023002248 9.932434180985894),68
43400,POINT (-83.38696023002248 9.942303580985893),68
43401,POINT (-83.38696023002248 9.952172980985893),68
43402,POINT (-83.38696023002248 9.962042380985892),70
43403,POINT (-83.38696023002248 9.971911780985891),71
43404,POINT (-83.38696023002248 9.981781180985891),71
43405,POINT (-83.38696023002248 9.99165058098589),69
43406,POINT (-83.38696023002248 10.00151998098589),67
43407,POINT (-83.38696023002248 10.01138938098589),66
43408,POINT (-83.38696023002248 10.021258780985889),65
43409,POINT (-83.38696023002248 10.031128180985888),65
43410,POINT (-83.38696023002248 10.040997580985888),62
43411,POINT (-83.38696023002248 10.050866980985887),61
43412,POINT (-83.38696023002248 10.060736380985887),61
43413,POINT (-83.38696023002248 10.070605780985886),59
43414,POINT (-83.38696023002248 10.080475180985886),58
43415,POINT (-83.38696023002248 10.090344580985885),58
43416,POINT (-83.38696023002248 10.100213980985885),57
43417,POINT (-83.38696023002248 10.110083380985884),53
43418,POINT (-83.38696023002248 10.119952780985884),53
43419,POINT (-83.38696023002248 10.129822180985883),51
43420,POINT (-83.38696023002248 10.139691580985883),51
43421,POINT (-83.38696023002248 10.149560980985882),51
43422,POINT (-83.38696023002248 10.159430380985881),50
43423,POINT (-83.38696023002248 10.169299780985881),50
43424,POINT (-83.38696023002248 10.17916918098588),49
43425,POINT (-83.38696023002248 10.18903858098588),47
43426,POINT (-83.38696023002248 10.19890798098588),47
43427,POINT (-83.38696023002248 10.208777380985879),47
43428,POINT (-83.38696023002248 10.218646780985878),47
43429,POINT (-83.38696023002248 10.228516180985878),47
43430,POINT (-83.38696023002248 10.238385580985877),46
43431,POINT (-83.38696023002248 10.248254980985877),46
43432,POINT (-83.38696023002248 10.258124380985876),45
43433,POINT (-83.38696023002248 10.267993780985876),45
43434,POINT (-83.38696023002248 10.277863180985875),45
43435,POINT (-83.38696023002248 10.287732580985875),44
43436,POINT (-83.38696023002248 10.297601980985874),44
43437,POINT (-83.38696023002248 10.307471380985874),44
43438,POINT (-83.38696023002248 10.317340780985873),44
43439,POINT (-83.38696023002248 10.327210180985873),43
43440,POINT (-83.38696023002248 10.337079580985872),42
43441,POINT (-83.38696023002248 10.346948980985871),0
43442,POINT (-83.38696023002248 10.356818380985871),0
43443,POINT (-83.38696023002248 10.36668778098587),0
43444,POINT (-83.38696023002248 10.37655718098587),0
43445,POINT (-83.37887553002248 8.402677180985975),0
43446,POINT (-83.37887553002248 8.412546580985975),46
43447,POINT (-83.37887553002248 8.422415980985974),46
43448,POINT (-83.37887553002248 8.432285380985974),47
43449,POINT (-83.37887553002248 8.442154780985973),47
43450,POINT (-83.37887553002248 8.452024180985973),47
43451,POINT (-83.37887553002248 8.461893580985972),47
43452,POINT (-83.37887553002248 8.471762980985972),47
43453,POINT (-83.37887553002248 8.481632380985971),47
43454,POINT (-83.37887553002248 8.49150178098597),47
43455,POINT (-83.37887553002248 8.50137118098597),47
43456,POINT (-83.37887553002248 8.51124058098597),47
43457,POINT (-83.37887553002248 8.521109980985969),47
43458,POINT (-83.37887553002248 8.530979380985968),47
43459,POINT (-83.37887553002248 8.540848780985968),47
43460,POINT (-83.37887553002248 8.550718180985967),47
43461,POINT (-83.37887553002248 8.560587580985967),47
43462,POINT (-83.37887553002248 8.570456980985966),46
43463,POINT (-83.37887553002248 8.580326380985966),0
43464,POINT (-83.37887553002248 8.590195780985965),0
43465,POINT (-83.37887553002248 8.600065180985965),0
43466,POINT (-83.37887553002248 8.609934580985964),0
43467,POINT (-83.37887553002248 8.619803980985964),0
43468,POINT (-83.37887553002248 8.629673380985963),0
43469,POINT (-83.37887553002248 8.639542780985963),0
43470,POINT (-83.37887553002248 8.649412180985962),0
43471,POINT (-83.37887553002248 8.659281580985962),0
43472,POINT (-83.37887553002248 8.669150980985961),0
43473,POINT (-83.37887553002248 8.67902038098596),0
43474,POINT (-83.37887553002248 8.68888978098596),0
43475,POINT (-83.37887553002248 8.69875918098596),0
43476,POINT (-83.37887553002248 8.708628580985959),0
43477,POINT (-83.37887553002248 8.718497980985958),0
43478,POINT (-83.37887553002248 8.728367380985958),0
43479,POINT (-83.37887553002248 8.738236780985957),49
43480,POINT (-83.37887553002248 8.748106180985957),49
43481,POINT (-83.37887553002248 8.757975580985956),49
43482,POINT (-83.37887553002248 8.767844980985956),50
43483,POINT (-83.37887553002248 8.777714380985955),50
43484,POINT (-83.37887553002248 8.787583780985955),50
43485,POINT (-83.37887553002248 8.797453180985954),51
43486,POINT (-83.37887553002248 8.807322580985954),51
43487,POINT (-83.37887553002248 8.817191980985953),51
43488,POINT (-83.37887553002248 8.827061380985953),51
43489,POINT (-83.37887553002248 8.836930780985952),50
43490,POINT (-83.37887553002248 8.846800180985952),50
43491,POINT (-83.37887553002248 8.856669580985951),50
43492,POINT (-83.37887553002248 8.86653898098595),50
43493,POINT (-83.37887553002248 8.87640838098595),50
43494,POINT (-83.37887553002248 8.88627778098595),50
43495,POINT (-83.37887553002248 8.896147180985949),50
43496,POINT (-83.37887553002248 8.906016580985948),49
43497,POINT (-83.37887553002248 8.915885980985948),49
43498,POINT (-83.37887553002248 8.925755380985947),49
43499,POINT (-83.37887553002248 8.935624780985947),49
43500,POINT (-83.37887553002248 8.945494180985946),49
43501,POINT (-83.37887553002248 8.955363580985946),49
43502,POINT (-83.37887553002248 8.965232980985945),49
43503,POINT (-83.37887553002248 8.975102380985945),49
43504,POINT (-83.37887553002248 8.984971780985944),49
43505,POINT (-83.37887553002248 8.994841180985944),49
43506,POINT (-83.37887553002248 9.004710580985943),49
43507,POINT (-83.37887553002248 9.014579980985943),48
43508,POINT (-83.37887553002248 9.024449380985942),47
43509,POINT (-83.37887553002248 9.034318780985942),49
43510,POINT (-83.37887553002248 9.044188180985941),49
43511,POINT (-83.37887553002248 9.05405758098594),48
43512,POINT (-83.37887553002248 9.06392698098594),48
43513,POINT (-83.37887553002248 9.07379638098594),45
43514,POINT (-83.37887553002248 9.083665780985939),45
43515,POINT (-83.37887553002248 9.093535180985938),44
43516,POINT (-83.37887553002248 9.103404580985938),43
43517,POINT (-83.37887553002248 9.113273980985937),43
43518,POINT (-83.37887553002248 9.123143380985937),41
43519,POINT (-83.37887553002248 9.133012780985936),41
43520,POINT (-83.37887553002248 9.142882180985936),40
43521,POINT (-83.37887553002248 9.152751580985935),38
43522,POINT (-83.37887553002248 9.162620980985935),38
43523,POINT (-83.37887553002248 9.172490380985934),36
43524,POINT (-83.37887553002248 9.182359780985934),33
43525,POINT (-83.37887553002248 9.192229180985933),31
43526,POINT (-83.37887553002248 9.202098580985933),29
43527,POINT (-83.37887553002248 9.211967980985932),27
43528,POINT (-83.37887553002248 9.221837380985932),26
43529,POINT (-83.37887553002248 9.231706780985931),24
43530,POINT (-83.37887553002248 9.24157618098593),22
43531,POINT (-83.37887553002248 9.25144558098593),21
43532,POINT (-83.37887553002248 9.26131498098593),20
43533,POINT (-83.37887553002248 9.271184380985929),16
43534,POINT (-83.37887553002248 9.281053780985928),17
43535,POINT (-83.37887553002248 9.290923180985928),15
43536,POINT (-83.37887553002248 9.300792580985927),15
43537,POINT (-83.37887553002248 9.310661980985927),12
43538,POINT (-83.37887553002248 9.320531380985926),11
43539,POINT (-83.37887553002248 9.330400780985926),8
43540,POINT (-83.37887553002248 9.340270180985925),9
43541,POINT (-83.37887553002248 9.350139580985925),9
43542,POINT (-83.37887553002248 9.360008980985924),9
43543,POINT (-83.37887553002248 9.369878380985924),9
43544,POINT (-83.37887553002248 9.379747780985923),8
43545,POINT (-83.37887553002248 9.389617180985923),8
43546,POINT (-83.37887553002248 9.399486580985922),7
43547,POINT (-83.37887553002248 9.409355980985922),7
43548,POINT (-83.37887553002248 9.419225380985921),6
43549,POINT (-83.37887553002248 9.42909478098592),9
43550,POINT (-83.37887553002248 9.43896418098592),10
43551,POINT (-83.37887553002248 9.44883358098592),10
43552,POINT (-83.37887553002248 9.458702980985919),10
43553,POINT (-83.37887553002248 9.468572380985918),10
43554,POINT (-83.37887553002248 9.478441780985918),10
43555,POINT (-83.37887553002248 9.488311180985917),11
43556,POINT (-83.37887553002248 9.498180580985917),12
43557,POINT (-83.37887553002248 9.508049980985916),12
43558,POINT (-83.37887553002248 9.517919380985916),11
43559,POINT (-83.37887553002248 9.527788780985915),11
43560,POINT (-83.37887553002248 9.537658180985915),11
43561,POINT (-83.37887553002248 9.547527580985914),12
43562,POINT (-83.37887553002248 9.557396980985914),13
43563,POINT (-83.37887553002248 9.567266380985913),14
43564,POINT (-83.37887553002248 9.577135780985913),14
43565,POINT (-83.37887553002248 9.587005180985912),13
43566,POINT (-83.37887553002248 9.596874580985912),13
43567,POINT (-83.37887553002248 9.606743980985911),13
43568,POINT (-83.37887553002248 9.61661338098591),14
43569,POINT (-83.37887553002248 9.62648278098591),15
43570,POINT (-83.37887553002248 9.63635218098591),16
43571,POINT (-83.37887553002248 9.646221580985909),17
43572,POINT (-83.37887553002248 9.656090980985908),17
43573,POINT (-83.37887553002248 9.665960380985908),18
43574,POINT (-83.37887553002248 9.675829780985907),20
43575,POINT (-83.37887553002248 9.685699180985907),22
43576,POINT (-83.37887553002248 9.695568580985906),25
43577,POINT (-83.37887553002248 9.705437980985906),26
43578,POINT (-83.37887553002248 9.715307380985905),27
43579,POINT (-83.37887553002248 9.725176780985905),27
43580,POINT (-83.37887553002248 9.735046180985904),29
43581,POINT (-83.37887553002248 9.744915580985904),30
43582,POINT (-83.37887553002248 9.754784980985903),34
43583,POINT (-83.37887553002248 9.764654380985903),37
43584,POINT (-83.37887553002248 9.774523780985902),40
43585,POINT (-83.37887553002248 9.784393180985901),41
43586,POINT (-83.37887553002248 9.794262580985901),41
43587,POINT (-83.37887553002248 9.8041319809859),42
43588,POINT (-83.37887553002248 9.8140013809859),46
43589,POINT (-83.37887553002248 9.8238707809859),46
43590,POINT (-83.37887553002248 9.833740180985899),48
43591,POINT (-83.37887553002248 9.843609580985898),49
43592,POINT (-83.37887553002248 9.853478980985898),53
43593,POINT (-83.37887553002248 9.863348380985897),55
43594,POINT (-83.37887553002248 9.873217780985897),58
43595,POINT (-83.37887553002248 9.883087180985896),59
43596,POINT (-83.37887553002248 9.892956580985896),59
43597,POINT (-83.37887553002248 9.902825980985895),62
43598,POINT (-83.37887553002248 9.912695380985895),64
43599,POINT (-83.37887553002248 9.922564780985894),66
43600,POINT (-83.37887553002248 9.932434180985894),68
43601,POINT (-83.37887553002248 9.942303580985893),68
43602,POINT (-83.37887553002248 9.952172980985893),68
43603,POINT (-83.37887553002248 9.962042380985892),70
43604,POINT (-83.37887553002248 9.971911780985891),70
43605,POINT (-83.37887553002248 9.981781180985891),70
43606,POINT (-83.37887553002248 9.99165058098589),67
43607,POINT (-83.37887553002248 10.00151998098589),64
43608,POINT (-83.37887553002248 10.01138938098589),64
43609,POINT (-83.37887553002248 10.021258780985889),64
43610,POINT (-83.37887553002248 10.031128180985888),64
43611,POINT (-83.37887553002248 10.040997580985888),61
43612,POINT (-83.37887553002248 10.050866980985887),61
43613,POINT (-83.37887553002248 10.060736380985887),60
43614,POINT (-83.37887553002248 10.070605780985886),59
43615,POINT (-83.37887553002248 10.080475180985886),58
43616,POINT (-83.37887553002248 10.090344580985885),57
43617,POINT (-83.37887553002248 10.100213980985885),54
43618,POINT (-83.37887553002248 10.110083380985884),53
43619,POINT (-83.37887553002248 10.119952780985884),52
43620,POINT (-83.37887553002248 10.129822180985883),52
43621,POINT (-83.37887553002248 10.139691580985883),51
43622,POINT (-83.37887553002248 10.149560980985882),50
43623,POINT (-83.37887553002248 10.159430380985881),50
43624,POINT (-83.37887553002248 10.169299780985881),49
43625,POINT (-83.37887553002248 10.17916918098588),47
43626,POINT (-83.37887553002248 10.18903858098588),47
43627,POINT (-83.37887553002248 10.19890798098588),47
43628,POINT (-83.37887553002248 10.208777380985879),47
43629,POINT (-83.37887553002248 10.218646780985878),47
43630,POINT (-83.37887553002248 10.228516180985878),46
43631,POINT (-83.37887553002248 10.238385580985877),46
43632,POINT (-83.37887553002248 10.248254980985877),45
43633,POINT (-83.37887553002248 10.258124380985876),45
43634,POINT (-83.37887553002248 10.267993780985876),45
43635,POINT (-83.37887553002248 10.277863180985875),45
43636,POINT (-83.37887553002248 10.287732580985875),44
43637,POINT (-83.37887553002248 10.297601980985874),44
43638,POINT (-83.37887553002248 10.307471380985874),44
43639,POINT (-83.37887553002248 10.317340780985873),43
43640,POINT (-83.37887553002248 10.327210180985873),42
43641,POINT (-83.37887553002248 10.337079580985872),0
43642,POINT (-83.37887553002248 10.346948980985871),0
43643,POINT (-83.37887553002248 10.356818380985871),0
43644,POINT (-83.37887553002248 10.36668778098587),0
43645,POINT (-83.37079083002249 8.392807780985976),0
43646,POINT (-83.37079083002249 8.402677180985975),46
43647,POINT (-83.37079083002249 8.412546580985975),46
43648,POINT (-83.37079083002249 8.422415980985974),47
43649,POINT (-83.37079083002249 8.432285380985974),47
43650,POINT (-83.37079083002249 8.442154780985973),47
43651,POINT (-83.37079083002249 8.452024180985973),47
43652,POINT (-83.37079083002249 8.461893580985972),47
43653,POINT (-83.37079083002249 8.471762980985972),47
43654,POINT (-83.37079083002249 8.481632380985971),47
43655,POINT (-83.37079083002249 8.49150178098597),47
43656,POINT (-83.37079083002249 8.50137118098597),47
43657,POINT (-83.37079083002249 8.51124058098597),47
43658,POINT (-83.37079083002249 8.521109980985969),47
43659,POINT (-83.37079083002249 8.530979380985968),47
43660,POINT (-83.37079083002249 8.540848780985968),47
43661,POINT (-83.37079083002249 8.550718180985967),47
43662,POINT (-83.37079083002249 8.560587580985967),47
43663,POINT (-83.37079083002249 8.570456980985966),46
43664,POINT (-83.37079083002249 8.580326380985966),0
43665,POINT (-83.37079083002249 8.590195780985965),0
43666,POINT (-83.37079083002249 8.600065180985965),0
43667,POINT (-83.37079083002249 8.609934580985964),0
43668,POINT (-83.37079083002249 8.619803980985964),0
43669,POINT (-83.37079083002249 8.629673380985963),0
43670,POINT (-83.37079083002249 8.639542780985963),0
43671,POINT (-83.37079083002249 8.649412180985962),0
43672,POINT (-83.37079083002249 8.659281580985962),0
43673,POINT (-83.37079083002249 8.669150980985961),0
43674,POINT (-83.37079083002249 8.67902038098596),0
43675,POINT (-83.37079083002249 8.68888978098596),0
43676,POINT (-83.37079083002249 8.69875918098596),0
43677,POINT (-83.37079083002249 8.708628580985959),0
43678,POINT (-83.37079083002249 8.718497980985958),0
43679,POINT (-83.37079083002249 8.728367380985958),0
43680,POINT (-83.37079083002249 8.738236780985957),49
43681,POINT (-83.37079083002249 8.748106180985957),49
43682,POINT (-83.37079083002249 8.757975580985956),49
43683,POINT (-83.37079083002249 8.767844980985956),50
43684,POINT (-83.37079083002249 8.777714380985955),50
43685,POINT (-83.37079083002249 8.787583780985955),51
43686,POINT (-83.37079083002249 8.797453180985954),51
43687,POINT (-83.37079083002249 8.807322580985954),51
43688,POINT (-83.37079083002249 8.817191980985953),51
43689,POINT (-83.37079083002249 8.827061380985953),51
43690,POINT (-83.37079083002249 8.836930780985952),50
43691,POINT (-83.37079083002249 8.846800180985952),50
43692,POINT (-83.37079083002249 8.856669580985951),50
43693,POINT (-83.37079083002249 8.86653898098595),50
43694,POINT (-83.37079083002249 8.87640838098595),50
43695,POINT (-83.37079083002249 8.88627778098595),50
43696,POINT (-83.37079083002249 8.896147180985949),50
43697,POINT (-83.37079083002249 8.906016580985948),49
43698,POINT (-83.37079083002249 8.915885980985948),49
43699,POINT (-83.37079083002249 8.925755380985947),49
43700,POINT (-83.37079083002249 8.935624780985947),49
43701,POINT (-83.37079083002249 8.945494180985946),48
43702,POINT (-83.37079083002249 8.955363580985946),49
43703,POINT (-83.37079083002249 8.965232980985945),48
43704,POINT (-83.37079083002249 8.975102380985945),49
43705,POINT (-83.37079083002249 8.984971780985944),49
43706,POINT (-83.37079083002249 8.994841180985944),49
43707,POINT (-83.37079083002249 9.004710580985943),48
43708,POINT (-83.37079083002249 9.014579980985943),47
43709,POINT (-83.37079083002249 9.024449380985942),48
43710,POINT (-83.37079083002249 9.034318780985942),49
43711,POINT (-83.37079083002249 9.044188180985941),49
43712,POINT (-83.37079083002249 9.05405758098594),48
43713,POINT (-83.37079083002249 9.06392698098594),46
43714,POINT (-83.37079083002249 9.07379638098594),44
43715,POINT (-83.37079083002249 9.083665780985939),43
43716,POINT (-83.37079083002249 9.093535180985938),43
43717,POINT (-83.37079083002249 9.103404580985938),44
43718,POINT (-83.37079083002249 9.113273980985937),43
43719,POINT (-83.37079083002249 9.123143380985937),41
43720,POINT (-83.37079083002249 9.133012780985936),41
43721,POINT (-83.37079083002249 9.142882180985936),38
43722,POINT (-83.37079083002249 9.152751580985935),38
43723,POINT (-83.37079083002249 9.162620980985935),38
43724,POINT (-83.37079083002249 9.172490380985934),35
43725,POINT (-83.37079083002249 9.182359780985934),33
43726,POINT (-83.37079083002249 9.192229180985933),30
43727,POINT (-83.37079083002249 9.202098580985933),28
43728,POINT (-83.37079083002249 9.211967980985932),26
43729,POINT (-83.37079083002249 9.221837380985932),25
43730,POINT (-83.37079083002249 9.231706780985931),24
43731,POINT (-83.37079083002249 9.24157618098593),22
43732,POINT (-83.37079083002249 9.25144558098593),21
43733,POINT (-83.37079083002249 9.26131498098593),18
43734,POINT (-83.37079083002249 9.271184380985929),17
43735,POINT (-83.37079083002249 9.281053780985928),18
43736,POINT (-83.37079083002249 9.290923180985928),15
43737,POINT (-83.37079083002249 9.300792580985927),14
43738,POINT (-83.37079083002249 9.310661980985927),12
43739,POINT (-83.37079083002249 9.320531380985926),11
43740,POINT (-83.37079083002249 9.330400780985926),8
43741,POINT (-83.37079083002249 9.340270180985925),9
43742,POINT (-83.37079083002249 9.350139580985925),9
43743,POINT (-83.37079083002249 9.360008980985924),9
43744,POINT (-83.37079083002249 9.369878380985924),9
43745,POINT (-83.37079083002249 9.379747780985923),8
43746,POINT (-83.37079083002249 9.389617180985923),8
43747,POINT (-83.37079083002249 9.399486580985922),7
43748,POINT (-83.37079083002249 9.409355980985922),6
43749,POINT (-83.37079083002249 9.419225380985921),6
43750,POINT (-83.37079083002249 9.42909478098592),6
43751,POINT (-83.37079083002249 9.43896418098592),10
43752,POINT (-83.37079083002249 9.44883358098592),10
43753,POINT (-83.37079083002249 9.458702980985919),10
43754,POINT (-83.37079083002249 9.468572380985918),10
43755,POINT (-83.37079083002249 9.478441780985918),10
43756,POINT (-83.37079083002249 9.488311180985917),12
43757,POINT (-83.37079083002249 9.498180580985917),12
43758,POINT (-83.37079083002249 9.508049980985916),12
43759,POINT (-83.37079083002249 9.517919380985916),11
43760,POINT (-83.37079083002249 9.527788780985915),11
43761,POINT (-83.37079083002249 9.537658180985915),11
43762,POINT (-83.37079083002249 9.547527580985914),12
43763,POINT (-83.37079083002249 9.557396980985914),13
43764,POINT (-83.37079083002249 9.567266380985913),14
43765,POINT (-83.37079083002249 9.577135780985913),13
43766,POINT (-83.37079083002249 9.587005180985912),13
43767,POINT (-83.37079083002249 9.596874580985912),13
43768,POINT (-83.37079083002249 9.606743980985911),13
43769,POINT (-83.37079083002249 9.61661338098591),14
43770,POINT (-83.37079083002249 9.62648278098591),15
43771,POINT (-83.37079083002249 9.63635218098591),16
43772,POINT (-83.37079083002249 9.646221580985909),17
43773,POINT (-83.37079083002249 9.656090980985908),18
43774,POINT (-83.37079083002249 9.665960380985908),20
43775,POINT (-83.37079083002249 9.675829780985907),20
43776,POINT (-83.37079083002249 9.685699180985907),23
43777,POINT (-83.37079083002249 9.695568580985906),24
43778,POINT (-83.37079083002249 9.705437980985906),26
43779,POINT (-83.37079083002249 9.715307380985905),27
43780,POINT (-83.37079083002249 9.725176780985905),28
43781,POINT (-83.37079083002249 9.735046180985904),28
43782,POINT (-83.37079083002249 9.744915580985904),31
43783,POINT (-83.37079083002249 9.754784980985903),36
43784,POINT (-83.37079083002249 9.764654380985903),38
43785,POINT (-83.37079083002249 9.774523780985902),41
43786,POINT (-83.37079083002249 9.784393180985901),41
43787,POINT (-83.37079083002249 9.794262580985901),42
43788,POINT (-83.37079083002249 9.8041319809859),43
43789,POINT (-83.37079083002249 9.8140013809859),46
43790,POINT (-83.37079083002249 9.8238707809859),47
43791,POINT (-83.37079083002249 9.833740180985899),48
43792,POINT (-83.37079083002249 9.843609580985898),50
43793,POINT (-83.37079083002249 9.853478980985898),54
43794,POINT (-83.37079083002249 9.863348380985897),56
43795,POINT (-83.37079083002249 9.873217780985897),57
43796,POINT (-83.37079083002249 9.883087180985896),59
43797,POINT (-83.37079083002249 9.892956580985896),59
43798,POINT (-83.37079083002249 9.902825980985895),63
43799,POINT (-83.37079083002249 9.912695380985895),65
43800,POINT (-83.37079083002249 9.922564780985894),67
43801,POINT (-83.37079083002249 9.932434180985894),67
43802,POINT (-83.37079083002249 9.942303580985893),67
43803,POINT (-83.37079083002249 9.952172980985893),67
43804,POINT (-83.37079083002249 9.962042380985892),67
43805,POINT (-83.37079083002249 9.971911780985891),70
43806,POINT (-83.37079083002249 9.981781180985891),67
43807,POINT (-83.37079083002249 9.99165058098589),63
43808,POINT (-83.37079083002249 10.00151998098589),64
43809,POINT (-83.37079083002249 10.01138938098589),64
43810,POINT (-83.37079083002249 10.021258780985889),63
43811,POINT (-83.37079083002249 10.031128180985888),64
43812,POINT (-83.37079083002249 10.040997580985888),61
43813,POINT (-83.37079083002249 10.050866980985887),61
43814,POINT (-83.37079083002249 10.060736380985887),60
43815,POINT (-83.37079083002249 10.070605780985886),58
43816,POINT (-83.37079083002249 10.080475180985886),57
43817,POINT (-83.37079083002249 10.090344580985885),56
43818,POINT (-83.37079083002249 10.100213980985885),53
43819,POINT (-83.37079083002249 10.110083380985884),53
43820,POINT (-83.37079083002249 10.119952780985884),52
43821,POINT (-83.37079083002249 10.129822180985883),52
43822,POINT (-83.37079083002249 10.139691580985883),51
43823,POINT (-83.37079083002249 10.149560980985882),50
43824,POINT (-83.37079083002249 10.159430380985881),50
43825,POINT (-83.37079083002249 10.169299780985881),48
43826,POINT (-83.37079083002249 10.17916918098588),47
43827,POINT (-83.37079083002249 10.18903858098588),47
43828,POINT (-83.37079083002249 10.19890798098588),47
43829,POINT (-83.37079083002249 10.208777380985879),47
43830,POINT (-83.37079083002249 10.218646780985878),47
43831,POINT (-83.37079083002249 10.228516180985878),46
43832,POINT (-83.37079083002249 10.238385580985877),45
43833,POINT (-83.37079083002249 10.248254980985877),45
43834,POINT (-83.37079083002249 10.258124380985876),45
43835,POINT (-83.37079083002249 10.267993780985876),45
43836,POINT (-83.37079083002249 10.277863180985875),45
43837,POINT (-83.37079083002249 10.287732580985875),44
43838,POINT (-83.37079083002249 10.297601980985874),43
43839,POINT (-83.37079083002249 10.307471380985874),43
43840,POINT (-83.37079083002249 10.317340780985873),42
43841,POINT (-83.37079083002249 10.327210180985873),0
43842,POINT (-83.37079083002249 10.337079580985872),0
43843,POINT (-83.37079083002249 10.346948980985871),0
43844,POINT (-83.37079083002249 10.356818380985871),0
43845,POINT (-83.36270613002249 8.392807780985976),0
43846,POINT (-83.36270613002249 8.402677180985975),46
43847,POINT (-83.36270613002249 8.412546580985975),46
43848,POINT (-83.36270613002249 8.422415980985974),47
43849,POINT (-83.36270613002249 8.432285380985974),47
43850,POINT (-83.36270613002249 8.442154780985973),47
43851,POINT (-83.36270613002249 8.452024180985973),47
43852,POINT (-83.36270613002249 8.461893580985972),47
43853,POINT (-83.36270613002249 8.471762980985972),47
43854,POINT (-83.36270613002249 8.481632380985971),47
43855,POINT (-83.36270613002249 8.49150178098597),47
43856,POINT (-83.36270613002249 8.50137118098597),47
43857,POINT (-83.36270613002249 8.51124058098597),47
43858,POINT (-83.36270613002249 8.521109980985969),47
43859,POINT (-83.36270613002249 8.530979380985968),47
43860,POINT (-83.36270613002249 8.540848780985968),47
43861,POINT (-83.36270613002249 8.550718180985967),47
43862,POINT (-83.36270613002249 8.560587580985967),47
43863,POINT (-83.36270613002249 8.570456980985966),46
43864,POINT (-83.36270613002249 8.580326380985966),0
43865,POINT (-83.36270613002249 8.590195780985965),0
43866,POINT (-83.36270613002249 8.600065180985965),0
43867,POINT (-83.36270613002249 8.609934580985964),0
43868,POINT (-83.36270613002249 8.619803980985964),0
43869,POINT (-83.36270613002249 8.629673380985963),0
43870,POINT (-83.36270613002249 8.639542780985963),0
43871,POINT (-83.36270613002249 8.649412180985962),0
43872,POINT (-83.36270613002249 8.659281580985962),0
43873,POINT (-83.36270613002249 8.669150980985961),0
43874,POINT (-83.36270613002249 8.67902038098596),0
43875,POINT (-83.36270613002249 8.68888978098596),0
43876,POINT (-83.36270613002249 8.69875918098596),0
43877,POINT (-83.36270613002249 8.708628580985959),0
43878,POINT (-83.36270613002249 8.718497980985958),0
43879,POINT (-83.36270613002249 8.728367380985958),49
43880,POINT (-83.36270613002249 8.738236780985957),49
43881,POINT (-83.36270613002249 8.748106180985957),49
43882,POINT (-83.36270613002249 8.757975580985956),49
43883,POINT (-83.36270613002249 8.767844980985956),50
43884,POINT (-83.36270613002249 8.777714380985955),51
43885,POINT (-83.36270613002249 8.787583780985955),51
43886,POINT (-83.36270613002249 8.797453180985954),51
43887,POINT (-83.36270613002249 8.807322580985954),51
43888,POINT (-83.36270613002249 8.817191980985953),51
43889,POINT (-83.36270613002249 8.827061380985953),51
43890,POINT (-83.36270613002249 8.836930780985952),50
43891,POINT (-83.36270613002249 8.846800180985952),50
43892,POINT (-83.36270613002249 8.856669580985951),50
43893,POINT (-83.36270613002249 8.86653898098595),50
43894,POINT (-83.36270613002249 8.87640838098595),50
43895,POINT (-83.36270613002249 8.88627778098595),50
43896,POINT (-83.36270613002249 8.896147180985949),49
43897,POINT (-83.36270613002249 8.906016580985948),49
43898,POINT (-83.36270613002249 8.915885980985948),49
43899,POINT (-83.36270613002249 8.925755380985947),49
43900,POINT (-83.36270613002249 8.935624780985947),48
43901,POINT (-83.36270613002249 8.945494180985946),49
43902,POINT (-83.36270613002249 8.955363580985946),48
43903,POINT (-83.36270613002249 8.965232980985945),48
43904,POINT (-83.36270613002249 8.975102380985945),48
43905,POINT (-83.36270613002249 8.984971780985944),49
43906,POINT (-83.36270613002249 8.994841180985944),48
43907,POINT (-83.36270613002249 9.004710580985943),48
43908,POINT (-83.36270613002249 9.014579980985943),48
43909,POINT (-83.36270613002249 9.024449380985942),49
43910,POINT (-83.36270613002249 9.034318780985942),49
43911,POINT (-83.36270613002249 9.044188180985941),48
43912,POINT (-83.36270613002249 9.05405758098594),48
43913,POINT (-83.36270613002249 9.06392698098594),45
43914,POINT (-83.36270613002249 9.07379638098594),44
43915,POINT (-83.36270613002249 9.083665780985939),43
43916,POINT (-83.36270613002249 9.093535180985938),43
43917,POINT (-83.36270613002249 9.103404580985938),43
43918,POINT (-83.36270613002249 9.113273980985937),41
43919,POINT (-83.36270613002249 9.123143380985937),41
43920,POINT (-83.36270613002249 9.133012780985936),38
43921,POINT (-83.36270613002249 9.142882180985936),38
43922,POINT (-83.36270613002249 9.152751580985935),38
43923,POINT (-83.36270613002249 9.162620980985935),37
43924,POINT (-83.36270613002249 9.172490380985934),34
43925,POINT (-83.36270613002249 9.182359780985934),30
43926,POINT (-83.36270613002249 9.192229180985933),30
43927,POINT (-83.36270613002249 9.202098580985933),27
43928,POINT (-83.36270613002249 9.211967980985932),25
