,Amphibians,Reptiles,Mammals
6866,19,38,139
6867,18,38,139
6868,18,40,138
6869,16,43,138
6870,17,43,139
6871,15,41,138
6872,19,42,136
6873,19,46,136
6874,19,45,135
6875,21,44,133
6876,21,41,131
6877,20,44,124
6878,20,46,122
6879,20,47,122
6880,20,51,122
6881,18,55,122
6882,21,57,124
6883,23,56,128
6884,23,58,128
6885,24,59,128
6886,25,56,129
6887,29,53,129
6888,26,49,132
6889,27,55,132
6890,27,59,132
6891,32,61,134
6892,32,62,138
6893,28,64,141
6894,37,71,140
6895,40,75,142
6896,44,83,144
6897,45,83,144
6898,51,82,146
6899,55,82,145
6900,55,83,143
6901,55,79,145
6902,54,81,144
6903,55,80,145
6904,53,77,144
6905,52,76,144
6906,51,74,144
6907,50,74,142
6908,50,74,141
6909,49,75,141
6910,46,75,140
6911,44,74,139
6912,43,74,137
6913,42,74,137
6914,43,74,136
6915,43,76,137
6916,42,76,137
6917,43,76,135
6918,41,76,135
6919,40,76,131
6920,39,75,130
6921,44,69,124
6922,43,70,124
6923,44,70,125
6924,45,70,125
6925,45,69,125
6926,45,70,126
6927,44,68,127
6928,42,67,131
6929,40,65,132
6930,40,65,131
6931,36,64,133
6932,30,52,135
6933,30,46,133
6934,27,48,137
6935,22,45,138
6936,19,40,138
6937,19,38,139
6938,18,40,138
6939,18,39,137
6940,17,41,137
6941,16,42,137
6942,17,42,136
6943,20,45,137
6944,19,46,135
6945,19,44,135
6946,21,42,133
6947,20,42,126
6948,19,46,120
6949,19,47,122
6950,19,49,122
6951,19,53,124
6952,17,55,123
6953,21,56,123
6954,21,55,127
6955,23,58,128
6956,27,55,128
6957,27,58,129
6958,28,53,131
6959,27,52,132
6960,29,60,132
6961,30,59,132
6962,32,62,135
6963,30,58,140
6964,29,64,141
6965,38,71,141
6966,42,77,143
6967,45,82,146
6968,50,84,145
6969,52,84,146
6970,56,84,145
6971,55,83,143
6972,55,81,144
6973,55,81,145
6974,54,81,145
6975,54,77,144
6976,51,76,144
6977,51,74,144
6978,50,74,142
6979,48,75,140
6980,47,75,140
6981,45,75,139
6982,43,75,139
6983,42,76,137
6984,41,76,137
6985,42,76,137
6986,42,77,138
6987,42,77,137
6988,43,76,136
6989,40,76,134
6990,39,75,130
6991,44,66,122
6992,43,69,123
6993,43,70,124
6994,44,70,124
6995,44,70,124
6996,45,68,125
6997,45,68,126
6998,45,66,129
6999,42,66,130
7000,41,64,131
7001,41,63,132
7002,34,55,135
7003,30,49,136
7004,28,49,135
7005,23,45,140
7006,22,43,140
7007,19,39,137
7008,18,38,138
7009,19,38,137
7010,19,39,137
7011,19,41,139
7012,15,41,136
7013,18,42,136
7014,19,45,135
7015,19,46,134
7016,20,44,133
7017,21,43,130
7018,20,45,121
7019,19,48,121
7020,19,47,122
7021,19,52,123
7022,19,53,123
7023,19,57,124
7024,21,56,123
7025,21,58,127
7026,25,59,128
7027,31,53,129
7028,29,57,130
7029,28,53,132
7030,29,58,132
7031,32,63,132
7032,33,61,134
7033,30,60,138
7034,29,61,141
7035,32,67,138
7036,39,71,139
7037,44,80,146
7038,47,82,147
7039,53,84,145
7040,53,84,146
7041,55,83,143
7042,55,83,144
7043,57,82,144
7044,57,81,145
7045,56,81,144
7046,55,77,144
7047,52,76,145
7048,51,74,143
7049,50,75,141
7050,49,75,140
7051,48,76,141
7052,47,76,140
7053,44,77,139
7054,43,77,139
7055,42,76,137
7056,42,77,138
7057,42,77,138
7058,42,77,138
7059,40,77,137
7060,37,76,133
7061,37,75,131
7062,44,68,123
7063,43,69,123
7064,44,69,124
7065,45,70,124
7066,44,70,124
7067,46,68,125
7068,45,67,129
7069,44,67,131
7070,42,66,130
7071,42,64,130
7072,38,61,135
7073,32,56,134
7074,31,49,136
7075,27,45,139
7076,21,44,141
7077,19,44,139
7078,19,39,138
7079,19,38,137
7080,20,36,136
7081,19,38,137
7082,18,41,137
7083,17,41,136
7084,19,43,135
7085,20,41,135
7086,19,42,133
7087,20,43,132
7088,19,44,122
7089,20,47,121
7090,19,46,122
7091,19,50,123
7092,19,52,123
7093,18,55,124
7094,20,57,124
7095,22,58,127
7096,24,59,128
7097,29,55,129
7098,32,55,130
7099,31,57,131
7100,29,52,132
7101,34,61,132
7102,33,61,133
7103,30,60,136
7104,31,60,139
7105,29,66,140
7106,37,70,138
7107,42,74,144
7108,47,82,145
7109,51,84,144
7110,54,87,144
7111,54,86,143
7112,56,84,143
7113,57,84,143
7114,58,82,144
7115,58,82,144
7116,58,81,144
7117,55,80,144
7118,52,77,145
7119,51,76,143
7120,49,76,142
7121,49,76,141
7122,48,76,140
7123,48,77,140
7124,44,77,139
7125,43,77,139
7126,42,77,138
7127,43,77,139
7128,43,77,139
7129,41,77,138
7130,37,77,135
7131,37,76,131
7132,37,75,131
7133,44,68,123
7134,43,68,124
7135,45,69,124
7136,44,69,124
7137,45,69,125
7138,46,68,127
7139,44,65,131
7140,43,66,130
7141,43,64,130
7142,42,63,133
7143,34,60,133
7144,31,55,135
7145,29,46,137
7146,25,46,141
7147,20,44,142
7148,21,41,138
7149,19,39,139
7150,19,34,138
7151,19,36,135
7152,19,39,136
7153,18,42,137
7154,18,40,137
7155,19,42,136
7156,18,40,134
7157,18,39,132
7158,18,43,126
7159,19,46,123
7160,20,48,122
7161,19,47,122
7162,19,53,124
7163,19,54,124
7164,19,56,125
7165,20,57,128
7166,22,60,127
7167,25,59,129
7168,30,55,130
7169,33,57,130
7170,35,60,131
7171,35,58,132
7172,32,63,133
7173,32,64,135
7174,30,60,136
7175,29,64,140
7176,33,71,138
7177,41,73,141
7178,45,77,142
7179,49,82,144
7180,54,87,144
7181,56,89,144
7182,55,85,142
7183,58,86,142
7184,58,85,143
7185,58,83,146
7186,59,84,146
7187,59,82,145
7188,58,81,144
7189,54,78,143
7190,51,76,143
7191,49,76,141
7192,49,76,140
7193,48,78,140
7194,48,77,140
7195,44,77,140
7196,42,77,139
7197,42,77,138
7198,42,77,139
7199,42,77,139
7200,41,77,137
7201,38,77,135
7202,38,76,131
7203,36,75,131
7204,43,64,124
7205,44,66,123
7206,44,66,124
7207,45,69,124
7208,44,69,124
7209,46,68,125
7210,45,65,129
7211,44,64,132
7212,43,66,131
7213,42,63,130
7214,37,60,134
7215,33,58,134
7216,30,51,136
7217,28,47,141
7218,20,42,142
7219,19,43,138
7220,19,40,139
7221,19,35,138
7222,18,33,137
7223,20,36,137
7224,18,37,139
7225,19,39,138
7226,18,37,138
7227,20,38,136
7228,18,40,134
7229,18,41,127
7230,18,43,127
7231,18,46,124
7232,19,46,124
7233,19,49,125
7234,18,52,125
7235,16,54,125
7236,18,57,125
7237,21,59,128
7238,25,61,128
7239,26,58,128
7240,33,57,131
7241,36,58,131
7242,37,57,132
7243,33,60,133
7244,33,63,134
7245,34,63,136
7246,34,62,140
7247,35,67,139
7248,39,72,139
7249,45,75,140
7250,48,79,143
7251,53,86,145
7252,55,90,144
7253,57,87,144
7254,57,86,144
7255,57,86,144
7256,58,86,144
7257,58,85,146
7258,59,84,145
7259,60,82,144
7260,56,81,144
7261,55,79,143
7262,51,77,142
7263,50,77,140
7264,48,77,140
7265,48,78,140
7266,48,77,141
7267,44,77,139
7268,41,77,139
7269,41,77,139
7270,40,78,139
7271,42,77,138
7272,41,77,137
7273,38,77,134
7274,38,77,131
7275,37,76,129
7276,44,51,124
7277,44,66,124
7278,45,66,124
7279,44,67,124
7280,45,67,125
7281,46,65,127
7282,44,64,131
7283,44,63,131
7284,42,63,132
7285,41,61,133
7286,35,59,135
7287,30,54,135
7288,28,46,139
7289,25,47,141
7290,20,41,141
7291,19,39,139
7292,19,35,140
7293,18,32,139
7294,18,29,139
7295,20,34,138
7296,20,34,140
7297,21,35,140
7298,18,36,140
7299,19,39,134
7300,19,42,129
7301,17,44,126
7302,18,42,124
7303,18,45,124
7304,19,47,125
7305,19,52,125
7306,18,53,125
7307,18,53,128
7308,19,57,128
7309,23,60,127
7310,26,59,127
7311,27,58,129
7312,35,61,130
7313,40,58,130
7314,39,58,132
7315,38,59,133
7316,38,64,133
7317,39,63,134
7318,41,68,136
7319,42,69,137
7320,44,76,139
7321,50,79,141
7322,50,83,145
7323,54,89,144
7324,57,89,145
7325,56,87,145
7326,58,89,143
7327,58,86,144
7328,58,86,144
7329,59,86,146
7330,60,83,145
7331,60,83,145
7332,58,82,145
7333,55,80,142
7334,51,77,142
7335,51,77,140
7336,49,78,141
7337,48,78,141
7338,48,77,140
7339,43,77,139
7340,42,77,139
7341,40,77,139
7342,40,78,137
7343,41,78,137
7344,41,78,137
7345,38,77,131
7346,38,77,130
7347,44,63,123
7348,45,65,124
7349,45,66,125
7350,45,66,124
7351,44,67,124
7352,46,67,127
7353,47,66,130
7354,44,64,131
7355,43,64,131
7356,42,61,132
7357,39,56,135
7358,32,54,136
7359,29,47,136
7360,26,43,142
7361,20,40,140
7362,20,35,138
7363,18,34,140
7364,18,31,139
7365,18,31,140
7366,20,33,138
7367,16,32,139
7368,19,32,140
7369,20,34,140
7370,20,37,138
7371,21,35,133
7372,19,39,126
7373,18,43,126
7374,19,44,127
7375,18,44,124
7376,18,47,124
7377,17,53,125
7378,18,52,128
7379,15,50,128
7380,20,54,128
7381,23,58,128
7382,27,56,129
7383,34,57,130
7384,39,57,131
7385,44,59,132
7386,42,58,132
7387,41,63,132
7388,39,66,135
7389,42,68,135
7390,43,73,136
7391,43,73,137
7392,48,78,138
7393,51,83,141
7394,51,87,145
7395,55,89,145
7396,57,88,145
7397,57,89,145
7398,60,88,144
7399,59,87,143
7400,60,87,145
7401,60,87,145
7402,60,84,144
7403,59,83,144
7404,58,82,143
7405,55,80,142
7406,52,78,141
7407,51,78,141
7408,49,78,141
7409,48,78,141
7410,46,77,139
7411,41,78,139
7412,41,78,139
7413,40,78,138
7414,40,79,136
7415,41,79,135
7416,38,78,136
7417,39,77,130
7418,39,76,130
7419,44,64,122
7420,45,65,125
7421,46,66,125
7422,44,66,125
7423,46,68,126
7424,46,66,128
7425,45,64,131
7426,44,63,132
7427,42,62,133
7428,40,61,133
7429,35,56,137
7430,31,47,136
7431,29,44,139
7432,24,41,140
7433,22,36,138
7434,19,31,139
7435,18,34,140
7436,17,32,140
7437,19,31,139
7438,17,32,137
7439,18,30,137
7440,22,33,137
7441,22,35,138
7442,17,36,134
7443,20,36,127
7444,19,43,125
7445,20,45,125
7446,19,44,127
7447,18,45,125
7448,17,49,127
7449,15,50,128
7450,15,49,129
7451,17,51,129
7452,21,54,127
7453,23,54,129
7454,26,55,129
7455,37,54,130
7456,44,56,131
7457,43,60,131
7458,44,62,131
7459,43,64,130
7460,44,65,130
7461,44,67,135
7462,44,74,136
7463,46,79,136
7464,51,82,138
7465,50,87,145
7466,53,91,145
7467,56,88,146
7468,58,89,145
7469,57,90,144
7470,60,88,144
7471,60,88,144
7472,60,89,144
7473,60,87,144
7474,60,85,144
7475,58,83,144
7476,58,81,143
7477,55,80,141
7478,52,79,142
7479,50,79,141
7480,49,79,141
7481,48,79,141
7482,44,80,139
7483,41,79,139
7484,41,79,137
7485,40,79,137
7486,40,80,137
7487,42,79,135
7488,39,78,134
7489,40,76,130
7490,39,78,130
7491,46,65,122
7492,48,65,124
7493,45,66,124
7494,44,66,125
7495,46,68,127
7496,47,66,130
7497,45,65,132
7498,44,62,132
7499,42,62,133
7500,39,57,136
7501,32,51,137
7502,31,45,137
7503,27,45,141
7504,22,42,138
7505,21,38,139
7506,18,29,140
7507,15,30,139
7508,16,32,137
7509,14,30,136
7510,18,32,137
7511,21,31,138
7512,18,33,138
7513,20,32,136
7514,18,37,129
7515,20,37,125
7516,20,44,125
7517,20,44,125
7518,19,44,124
7519,17,45,124
7520,17,48,127
7521,13,49,128
7522,16,49,129
7523,18,52,129
7524,21,53,127
7525,24,52,129
7526,28,51,128
7527,34,53,132
7528,41,56,132
7529,42,59,132
7530,43,63,131
7531,44,63,131
7532,44,66,131
7533,44,70,135
7534,45,74,137
7535,49,82,137
7536,52,86,142
7537,49,89,145
7538,53,91,146
7539,56,92,145
7540,58,89,145
7541,57,90,143
7542,60,88,144
7543,60,88,144
7544,60,89,144
7545,60,88,143
7546,59,85,144
7547,58,83,143
7548,56,82,142
7549,56,82,142
7550,52,81,142
7551,50,80,141
7552,49,80,141
7553,46,80,140
7554,44,79,138
7555,41,78,137
7556,41,78,137
7557,40,79,137
7558,41,80,137
7559,42,80,135
7560,39,78,132
7561,40,76,129
7562,40,77,130
7563,45,64,121
7564,46,66,122
7565,48,67,123
7566,46,66,123
7567,45,67,126
7568,47,67,129
7569,46,65,130
7570,44,64,131
7571,44,62,132
7572,40,61,132
7573,38,57,137
7574,31,47,135
7575,30,44,138
7576,26,36,139
7577,16,39,139
7578,15,33,139
7579,12,29,140
7580,12,30,138
7581,15,32,136
7582,14,31,136
7583,19,30,137
7584,20,30,137
7585,17,33,138
7586,21,35,130
7587,19,38,127
7588,22,37,127
7589,20,42,125
7590,20,44,123
7591,20,45,124
7592,18,48,125
7593,16,47,128
7594,15,48,128
7595,17,50,129
7596,19,51,127
7597,20,50,128
7598,21,50,128
7599,29,51,130
7600,34,52,131
7601,37,57,134
7602,40,58,132
7603,44,64,130
7604,43,65,130
7605,46,67,135
7606,46,71,135
7607,46,77,137
7608,49,89,138
7609,48,89,144
7610,54,91,145
7611,55,90,145
7612,56,92,145
7613,56,90,145
7614,58,89,144
7615,59,88,143
7616,60,89,143
7617,60,89,144
7618,60,88,143
7619,58,85,143
7620,58,84,142
7621,56,83,142
7622,55,83,142
7623,52,82,142
7624,49,80,141
7625,49,80,140
7626,46,79,138
7627,43,79,138
7628,42,78,138
7629,41,78,137
7630,41,79,137
7631,41,79,137
7632,42,78,134
7633,38,78,129
7634,40,79,129
7635,41,77,130
7636,47,66,121
7637,48,67,122
7638,47,67,123
7639,46,68,124
7640,48,66,128
7641,47,67,130
7642,45,65,133
7643,45,63,131
7644,40,59,133
7645,39,62,135
7646,37,56,137
7647,31,45,137
7648,24,37,140
7649,18,34,141
7650,16,35,140
7651,11,30,138
7652,11,28,138
7653,13,30,137
7654,13,31,136
7655,15,30,136
7656,17,30,138
7657,19,30,138
7658,19,32,131
7659,20,34,128
7660,21,36,128
7661,23,38,128
7662,23,38,125
7663,22,43,124
7664,20,45,127
7665,17,47,126
7666,16,44,128
7667,14,46,128
7668,18,48,128
7669,18,48,125
7670,20,50,128
7671,22,50,129
7672,29,50,132
7673,34,54,133
7674,36,55,134
7675,40,61,132
7676,42,64,131
7677,44,64,132
7678,47,68,135
7679,47,72,134
7680,46,83,136
7681,49,89,138
7682,50,89,145
7683,54,92,145
7684,56,91,144
7685,57,91,144
7686,56,89,142
7687,58,88,143
7688,59,88,142
7689,60,90,142
7690,59,90,142
7691,58,89,142
7692,58,85,141
7693,56,86,141
7694,56,84,141
7695,55,82,140
7696,52,81,140
7697,49,81,139
7698,47,80,140
7699,46,79,137
7700,43,79,138
7701,43,78,138
7702,42,78,138
7703,41,79,137
7704,41,79,134
7705,41,78,133
7706,38,78,129
7707,39,78,128
7708,41,76,129
7709,46,64,121
7710,49,67,122
7711,49,67,122
7712,47,68,124
7713,47,68,126
7714,48,66,130
7715,46,63,131
7716,46,64,131
7717,43,62,134
7718,40,57,132
7719,37,60,135
7720,31,52,136
7721,30,49,139
7722,23,40,141
7723,17,35,140
7724,12,33,139
7725,11,28,139
7726,11,27,137
7727,13,32,137
7728,14,33,137
7729,16,30,138
7730,17,30,138
7731,18,31,133
7732,20,32,129
7733,20,35,127
7734,21,38,129
7735,23,41,126
7736,24,41,125
7737,23,44,124
7738,18,39,127
7739,16,41,127
7740,15,45,129
7741,16,47,129
7742,17,46,127
7743,17,48,126
7744,22,49,128
7745,22,48,130
7746,25,50,132
7747,30,55,133
7748,37,57,134
7749,37,62,135
7750,41,63,132
7751,44,68,132
7752,47,72,136
7753,47,74,134
7754,46,84,137
7755,48,89,143
7756,54,89,144
7757,54,91,144
7758,57,92,144
7759,58,90,144
7760,59,90,141
7761,59,89,142
7762,59,90,142
7763,59,90,142
7764,57,90,142
7765,58,89,142
7766,56,87,141
7767,54,86,140
7768,54,83,140
7769,52,81,140
7770,50,81,140
7771,49,81,140
7772,47,80,138
7773,45,79,137
7774,44,79,137
7775,44,78,137
7776,42,78,137
7777,41,79,135
7778,41,78,132
7779,40,78,132
7780,39,78,127
7781,40,75,127
7782,49,67,121
7783,49,67,122
7784,48,68,122
7785,48,68,124
7786,48,67,128
7787,48,62,130
7788,48,61,132
7789,46,63,132
7790,40,61,133
7791,38,60,135
7792,33,56,136
7793,30,50,138
7794,28,42,142
7795,18,35,141
7796,14,39,139
7797,11,30,139
7798,12,29,138
7799,13,29,137
7800,14,31,137
7801,16,29,137
7802,17,29,138
7803,20,30,133
7804,18,30,128
7805,20,30,127
7806,20,34,127
7807,22,38,126
7808,23,38,126
7809,23,40,125
7810,22,38,126
7811,21,42,127
7812,16,44,128
7813,13,43,128
7814,17,45,127
7815,19,46,128
7816,19,47,130
7817,22,49,130
7818,22,48,131
7819,24,50,133
7820,32,55,134
7821,33,60,134
7822,36,61,134
7823,42,65,132
7824,44,69,137
7825,46,71,134
7826,46,80,135
7827,49,84,141
7828,52,89,144
7829,54,90,143
7830,56,91,144
7831,56,92,144
7832,58,92,142
7833,60,90,143
7834,59,90,142
7835,59,91,142
7836,58,91,141
7837,55,91,142
7838,55,89,140
7839,53,87,140
7840,53,85,140
7841,52,84,140
7842,52,81,141
7843,50,81,140
7844,49,81,139
7845,46,80,137
7846,46,80,137
7847,44,79,137
7848,44,78,137
7849,42,78,135
7850,41,78,135
7851,41,77,133
7852,39,77,131
7853,39,77,128
7854,40,75,126
7855,41,76,128
7856,49,67,121
7857,50,67,122
7858,50,67,122
7859,50,68,123
7860,49,67,126
7861,49,67,130
7862,49,63,131
7863,47,61,132
7864,44,63,133
7865,38,62,135
7866,35,56,136
7867,30,49,138
7868,29,49,140
7869,26,47,141
7870,20,37,140
7871,15,37,139
7872,12,30,139
7873,12,30,137
7874,15,29,136
7875,16,30,137
7876,16,30,138
7877,17,30,132
7878,17,29,129
7879,22,28,128
7880,21,31,127
7881,23,33,125
7882,24,34,126
7883,24,36,124
7884,25,37,124
7885,24,38,127
7886,21,42,128
7887,20,44,127
7888,16,46,127
7889,18,46,127
7890,19,45,129
7891,17,47,130
7892,20,50,130
7893,21,49,133
7894,23,53,132
7895,26,57,134
7896,32,59,134
7897,31,63,134
7898,42,68,132
7899,46,72,137
7900,46,73,136
7901,47,80,139
7902,49,83,141
7903,56,91,144
7904,55,94,144
7905,55,92,144
7906,58,91,144
7907,59,91,142
7908,60,90,142
7909,59,91,142
7910,58,91,142
7911,58,90,141
7912,55,90,142
7913,54,89,140
7914,53,86,140
7915,52,84,141
7916,52,84,141
7917,51,82,141
7918,49,81,140
7919,49,81,138
7920,47,80,137
7921,46,80,137
7922,44,79,136
7923,44,78,135
7924,42,78,135
7925,41,77,134
7926,41,77,132
7927,39,77,130
7928,39,77,128
7929,40,76,128
7930,41,76,128
7931,49,65,120
7932,51,67,121
7933,50,68,122
7934,49,69,123
7935,49,69,124
7936,50,67,128
7937,51,67,130
7938,49,62,132
7939,48,61,132
7940,40,61,135
7941,37,59,136
7942,32,59,137
7943,30,50,138
7944,28,44,142
7945,21,43,139
7946,17,39,139
7947,12,34,140
7948,13,29,137
7949,14,28,136
7950,16,30,136
7951,15,30,138
7952,17,30,137
7953,17,30,132
7954,17,27,126
7955,19,31,128
7956,21,32,126
7957,23,35,127
7958,28,34,127
7959,27,36,124
7960,27,38,123
7961,26,40,127
7962,26,40,126
7963,22,42,127
7964,20,46,128
7965,18,44,128
7966,19,46,130
7967,17,47,130
7968,18,47,131
7969,19,49,133
7970,19,54,132
7971,24,57,132
7972,28,59,133
7973,29,65,135
7974,40,68,133
7975,45,72,138
7976,44,80,136
7977,48,84,143
7978,49,86,143
7979,56,91,143
7980,56,94,144
7981,59,93,144
7982,59,93,143
7983,60,91,143
7984,60,90,141
7985,58,90,142
7986,58,90,142
7987,56,90,141
7988,55,91,140
7989,53,88,141
7990,52,87,141
7991,52,84,141
7992,52,84,141
7993,50,82,141
7994,49,81,139
7995,49,80,138
7996,47,80,137
7997,46,80,136
7998,44,79,135
7999,44,78,135
8000,42,76,135
8001,41,77,133
8002,41,77,132
8003,39,77,129
8004,39,77,130
8005,40,76,128
8006,39,76,127
8007,41,76,125
8008,50,17,120
8009,51,68,121
8010,51,69,122
8011,50,68,123
8012,52,69,123
8013,51,68,125
8014,52,67,130
8015,51,66,132
8016,49,65,133
8017,47,62,136
8018,39,61,133
8019,35,60,136
8020,31,59,138
8021,28,49,140
8022,28,40,139
8023,18,40,137
8024,13,37,138
8025,12,34,140
8026,14,29,136
8027,15,30,137
8028,15,28,137
8029,15,29,137
8030,16,30,133
8031,17,28,128
8032,16,27,126
8033,20,30,124
8034,22,33,125
8035,28,34,127
8036,33,33,126
8037,32,36,123
8038,34,38,125
8039,29,40,126
8040,29,42,127
8041,28,42,128
8042,22,46,128
8043,19,46,128
8044,18,46,130
8045,17,46,131
8046,19,45,132
8047,18,48,132
8048,19,53,134
8049,23,58,133
8050,29,63,133
8051,27,66,135
8052,40,74,134
8053,45,76,136
8054,45,82,137
8055,49,85,143
8056,55,88,142
8057,58,90,143
8058,57,95,144
8059,59,93,144
8060,60,91,142
8061,60,91,141
8062,59,90,141
8063,58,90,142
8064,57,90,141
8065,55,90,140
8066,54,91,141
8067,53,86,141
8068,52,85,141
8069,52,84,141
8070,52,83,141
8071,49,82,140
8072,49,82,138
8073,49,80,138
8074,47,80,136
8075,46,80,135
8076,44,79,135
8077,44,78,135
8078,42,76,134
8079,41,77,132
8080,39,77,133
8081,40,77,131
8082,39,77,129
8083,39,76,129
8084,39,76,125
8085,41,77,125
8086,42,77,124
8087,50,66,120
8088,52,70,121
8089,52,68,123
8090,55,69,123
8091,54,69,125
8092,53,68,129
8093,54,69,133
8094,53,66,135
8095,51,65,136
8096,44,59,138
8097,38,61,133
8098,35,62,137
8099,30,57,137
8100,27,44,139
8101,25,40,139
8102,19,37,138
8103,14,36,139
8104,12,30,137
8105,14,29,136
8106,15,29,137
8107,15,29,135
8108,15,29,133
8109,16,27,129
8110,17,27,125
8111,16,28,124
8112,22,29,124
8113,26,32,125
8114,31,33,125
8115,35,35,126
8116,36,36,125
8117,36,39,126
8118,37,39,128
8119,35,42,128
8120,30,43,129
8121,28,45,128
8122,22,46,129
8123,17,45,129
8124,17,47,130
8125,19,47,132
8126,19,49,133
8127,19,55,133
8128,23,64,133
8129,28,63,134
8130,27,68,134
8131,39,73,138
8132,44,79,135
8133,47,83,141
8134,51,88,142
8135,57,88,143
8136,58,90,144
8137,60,95,144
8138,60,91,143
8139,59,90,141
8140,59,90,141
8141,59,90,141
8142,58,90,142
8143,56,90,141
8144,54,90,140
8145,53,88,141
8146,52,86,141
8147,52,85,141
8148,52,84,141
8149,52,82,140
8150,50,82,140
8151,49,82,137
8152,49,81,136
8153,47,81,135
8154,45,81,135
8155,44,80,136
8156,44,77,136
8157,42,77,134
8158,42,78,133
8159,39,77,132
8160,40,77,130
8161,39,77,129
8162,39,77,128
8163,40,77,125
8164,39,77,124
8165,41,77,124
8166,50,66,120
8167,52,69,121
8168,53,69,122
8169,55,68,123
8170,55,69,124
8171,54,68,126
8172,54,69,132
8173,54,69,135
8174,54,65,135
8175,47,62,136
8176,42,62,136
8177,35,62,135
8178,31,59,137
8179,31,56,138
8180,28,45,138
8181,20,41,138
8182,16,37,139
8183,12,35,138
8184,14,32,136
8185,14,31,136
8186,15,30,135
8187,15,30,131
8188,15,29,133
8189,15,26,126
8190,16,27,124
8191,17,30,124
8192,24,28,124
8193,31,31,125
8194,36,32,125
8195,37,34,124
8196,38,36,125
8197,39,38,128
8198,40,39,127
8199,39,43,128
8200,34,43,128
8201,29,46,127
8202,26,45,129
8203,19,46,131
8204,16,47,131
8205,19,47,133
8206,20,52,133
8207,20,60,133
8208,24,65,134
8209,26,65,135
8210,26,69,134
8211,36,74,137
8212,46,78,137
8213,49,88,141
8214,57,87,143
8215,57,88,143
8216,59,91,144
8217,59,92,144
8218,61,91,142
8219,61,90,141
8220,58,90,141
8221,58,90,141
8222,57,90,143
8223,55,90,140
8224,54,89,140
8225,52,88,141
8226,52,86,141
8227,52,85,141
8228,52,84,140
8229,50,82,140
8230,49,82,137
8231,48,81,137
8232,47,81,136
8233,46,81,135
8234,45,81,136
8235,45,79,136
8236,44,77,135
8237,42,77,134
8238,42,78,132
8239,40,78,132
8240,40,78,130
8241,40,78,127
8242,39,77,127
8243,40,77,126
8244,40,77,122
8245,41,77,123
8246,41,77,122
8247,0,7,26
8248,51,69,122
8249,52,69,122
8250,54,69,123
8251,56,70,123
8252,55,68,127
8253,55,70,131
8254,56,69,135
8255,54,68,135
8256,50,64,137
8257,45,61,137
8258,40,61,136
8259,33,62,136
8260,31,56,137
8261,29,49,139
8262,27,44,138
8263,20,36,139
8264,15,36,141
8265,12,30,137
8266,14,29,136
8267,14,29,135
8268,15,27,130
8269,15,27,130
8270,14,26,127
8271,15,26,124
8272,16,30,124
8273,23,29,124
8274,30,31,125
8275,33,32,125
8276,36,36,123
8277,39,36,124
8278,41,37,127
8279,46,37,126
8280,47,39,128
8281,43,41,126
8282,37,43,127
8283,32,44,128
8284,27,44,129
8285,21,48,131
8286,19,50,133
8287,20,48,132
8288,20,53,132
8289,20,58,134
8290,21,61,134
8291,25,67,135
8292,26,72,138
8293,36,75,137
8294,46,78,139
8295,51,87,141
8296,60,89,143
8297,59,87,143
8298,59,88,144
8299,60,92,143
8300,59,91,142
8301,59,91,140
8302,58,90,141
8303,58,90,142
8304,56,89,140
8305,54,90,140
8306,53,88,140
8307,52,87,141
8308,52,85,141
8309,52,85,140
8310,52,84,140
8311,50,82,139
8312,48,82,137
8313,48,81,137
8314,46,81,135
8315,46,81,136
8316,45,81,136
8317,44,79,136
8318,43,77,134
8319,42,77,132
8320,43,78,131
8321,40,79,129
8322,40,78,128
8323,40,78,127
8324,39,77,126
8325,40,77,125
8326,40,77,122
8327,38,77,123
8328,41,77,122
8329,41,78,122
8330,50,65,122
8331,52,69,122
8332,53,69,124
8333,56,70,124
8334,57,71,126
8335,57,70,132
8336,58,69,135
8337,56,68,136
8338,51,65,135
8339,49,64,136
8340,44,63,136
8341,38,62,134
8342,33,61,136
8343,30,54,138
8344,29,46,137
8345,22,41,139
8346,18,36,140
8347,15,34,139
8348,14,29,138
8349,14,28,135
8350,14,28,130
8351,15,28,131
8352,15,26,125
8353,14,25,124
8354,12,25,123
8355,21,28,124
8356,28,29,124
8357,30,30,125
8358,35,32,124
8359,36,35,126
8360,41,35,124
8361,43,38,127
8362,46,39,125
8363,47,38,125
8364,48,44,123
8365,42,45,125
8366,35,45,127
8367,30,47,131
8368,25,50,132
8369,20,49,133
8370,21,50,132
8371,22,55,134
8372,21,59,134
8373,21,60,134
8374,24,66,137
8375,28,71,140
8376,37,76,138
8377,46,82,141
8378,56,86,142
8379,58,88,144
8380,60,86,143
8381,60,89,144
8382,62,92,142
8383,61,91,140
8384,59,93,142
8385,58,91,142
8386,57,90,141
8387,55,90,140
8388,54,88,140
8389,53,87,140
8390,52,86,141
8391,52,85,140
8392,52,84,140
8393,51,84,139
8394,49,82,138
8395,48,81,137
8396,48,81,135
8397,46,81,136
8398,46,81,135
8399,45,79,135
8400,44,79,134
8401,44,77,132
8402,41,78,132
8403,41,79,131
8404,40,79,128
8405,40,79,127
8406,40,78,126
8407,40,77,126
8408,40,77,126
8409,39,77,122
8410,38,77,123
8411,41,77,122
8412,41,78,121
8413,41,78,121
8414,49,66,121
8415,50,68,122
8416,52,69,123
8417,53,70,124
8418,57,69,128
