,Amphibians,Reptiles,Mammals
3164,35,57,120
3165,36,60,122
3166,39,62,120
3167,40,61,121
3168,42,70,125
3169,43,68,128
3170,42,67,128
3171,44,60,129
3172,45,56,127
3173,39,55,129
3174,39,55,128
3175,39,52,126
3176,40,50,127
3177,38,53,128
3178,47,56,128
3179,41,57,132
3180,46,52,135
3181,46,53,134
3182,48,51,132
3183,47,51,133
3184,48,53,133
3185,46,52,131
3186,46,53,129
3187,45,53,128
3188,40,55,125
3189,37,54,125
3190,35,53,122
3191,29,52,119
3192,26,51,115
3193,0,6,26
3194,0,7,26
3195,18,31,90
3196,18,31,101
3197,18,31,100
3198,18,31,100
3199,18,31,100
3200,18,32,100
3201,18,32,100
3202,18,33,100
3203,18,33,100
3204,18,32,99
3205,0,7,26
3206,0,6,26
3207,0,7,0
3208,0,6,26
3209,0,6,26
3210,0,6,26
3211,0,6,26
3212,0,6,26
3213,24,36,108
3214,25,42,109
3215,25,42,109
3216,25,42,109
3217,26,42,111
3218,25,43,111
3219,25,45,114
3220,25,46,114
3221,25,50,116
3222,26,51,117
3223,26,52,117
3224,26,54,117
3225,27,55,118
3226,27,56,118
3227,28,57,117
3228,32,57,118
3229,35,59,120
3230,37,59,123
3231,41,63,121
3232,43,65,122
3233,44,65,125
3234,44,70,125
3235,44,67,128
3236,47,64,129
3237,46,58,128
3238,40,57,127
3239,40,55,129
3240,41,53,127
3241,42,49,128
3242,40,51,128
3243,40,57,129
3244,42,55,131
3245,42,55,133
3246,46,52,134
3247,47,51,132
3248,47,48,133
3249,47,52,133
3250,48,53,133
3251,46,53,131
3252,45,53,130
3253,43,53,128
3254,39,55,125
3255,37,54,124
3256,32,53,121
3257,28,52,119
3258,0,6,26
3259,18,31,101
3260,18,31,100
3261,18,31,100
3262,18,31,100
3263,18,31,100
3264,18,32,100
3265,18,33,100
3266,18,33,100
3267,18,33,100
3268,18,15,98
3269,0,6,26
3270,0,6,26
3271,0,8,26
3272,0,6,26
3273,0,6,26
3274,0,6,26
3275,0,6,26
3276,25,40,108
3277,25,42,108
3278,26,42,109
3279,26,42,110
3280,26,44,111
3281,25,45,112
3282,25,46,114
3283,25,52,114
3284,26,51,117
3285,26,52,119
3286,26,53,119
3287,27,54,119
3288,27,55,119
3289,29,57,118
3290,30,60,118
3291,35,59,119
3292,38,61,121
3293,40,63,120
3294,43,64,121
3295,45,65,122
3296,46,69,124
3297,45,68,124
3298,47,65,128
3299,46,62,129
3300,47,61,129
3301,41,56,128
3302,41,54,128
3303,50,53,129
3304,49,51,128
3305,47,53,128
3306,46,54,130
3307,42,54,133
3308,44,56,134
3309,46,54,134
3310,47,49,134
3311,47,48,134
3312,48,51,133
3313,48,53,133
3314,45,53,130
3315,44,53,130
3316,43,53,128
3317,38,55,126
3318,36,54,125
3319,31,53,121
3320,28,52,118
3321,0,10,36
3322,18,31,100
3323,18,31,100
3324,18,31,100
3325,18,31,100
3326,18,32,100
3327,18,33,100
3328,18,35,100
3329,18,31,98
3330,18,15,97
3331,0,6,26
3332,0,6,26
3333,0,6,26
3334,25,40,108
3335,26,41,108
3336,26,42,108
3337,26,43,109
3338,26,43,112
3339,26,46,113
3340,25,47,115
3341,26,50,115
3342,26,53,116
3343,26,55,119
3344,26,55,120
3345,27,54,120
3346,27,56,119
3347,28,57,119
3348,29,57,119
3349,32,59,120
3350,39,58,121
3351,41,57,123
3352,43,60,121
3353,44,63,122
3354,45,65,124
3355,47,64,124
3356,51,65,126
3357,49,65,128
3358,49,59,129
3359,50,60,127
3360,40,53,128
3361,51,51,129
3362,50,50,128
3363,50,53,129
3364,48,54,129
3365,43,58,132
3366,42,54,134
3367,45,55,133
3368,46,53,133
3369,47,47,135
3370,48,49,134
3371,48,52,134
3372,46,53,134
3373,45,53,131
3374,44,53,130
3375,43,53,128
3376,37,54,126
3377,34,54,125
3378,31,53,120
3379,27,51,117
3380,18,32,99
3381,18,31,100
3382,18,31,100
3383,18,32,100
3384,18,33,100
3385,18,35,99
3386,18,33,99
3387,18,15,97
3388,26,41,109
3389,26,42,109
3390,26,43,110
3391,26,43,112
3392,26,46,113
3393,26,51,114
3394,26,52,115
3395,26,53,116
3396,25,55,117
3397,26,55,120
3398,26,55,120
3399,26,58,121
3400,27,58,120
3401,29,58,120
3402,31,60,121
3403,38,58,121
3404,40,60,123
3405,41,59,123
3406,43,62,122
3407,46,63,124
3408,48,63,123
3409,50,66,125
3410,51,63,125
3411,50,63,130
3412,49,59,127
3413,49,57,128
3414,51,52,128
3415,50,51,129
3416,50,51,129
3417,49,51,130
3418,47,53,131
3419,43,52,134
3420,44,55,134
3421,46,54,133
3422,47,50,133
3423,48,48,135
3424,48,52,135
3425,47,52,134
3426,46,53,133
3427,45,53,131
3428,43,53,131
3429,41,53,128
3430,36,54,127
3431,34,53,124
3432,30,51,120
3433,0,9,36
3434,18,31,100
3435,18,33,99
3436,0,11,26
3437,26,42,109
3438,26,42,109
3439,26,43,109
3440,26,44,111
3441,26,48,113
3442,26,51,114
3443,27,52,115
3444,25,52,116
3445,25,54,117
3446,26,56,119
3447,26,54,120
3448,26,57,121
3449,27,59,122
3450,27,58,121
3451,30,58,121
3452,32,59,121
3453,41,58,124
3454,41,61,123
3455,42,60,122
3456,44,62,123
3457,47,63,124
3458,52,63,126
3459,52,62,125
3460,52,62,127
3461,51,60,126
3462,50,57,128
3463,51,57,128
3464,53,52,129
3465,51,51,129
3466,48,52,129
3467,47,53,131
3468,44,54,132
3469,45,53,135
3470,47,55,133
3471,47,53,134
3472,47,48,133
3473,48,50,135
3474,47,51,135
3475,46,52,135
3476,45,53,132
3477,44,53,131
3478,42,53,131
3479,39,53,129
3480,37,54,127
3481,34,53,123
3482,29,51,121
3483,26,40,109
3484,26,45,109
3485,26,45,109
3486,26,48,110
3487,26,49,113
3488,26,50,114
3489,27,52,114
3490,27,53,116
3491,25,53,117
3492,26,56,118
3493,26,54,119
3494,26,58,121
3495,27,60,121
3496,28,59,121
3497,28,58,122
3498,31,58,122
3499,36,58,124
3500,41,59,126
3501,39,60,125
3502,42,59,123
3503,45,60,126
3504,51,61,126
3505,52,62,127
3506,52,61,125
3507,52,62,126
3508,52,59,127
3509,54,55,128
3510,53,55,128
3511,53,52,128
3512,52,53,130
3513,47,52,131
3514,47,53,131
3515,46,52,133
3516,46,54,133
3517,48,55,134
3518,47,54,134
3519,48,52,136
3520,47,55,135
3521,47,53,135
3522,46,53,134
3523,45,54,133
3524,42,55,131
3525,41,55,131
3526,39,54,129
3527,37,55,126
3528,33,53,125
3529,29,53,122
3530,26,45,109
3531,26,48,109
3532,26,48,109
3533,26,49,111
3534,26,49,114
3535,27,53,114
3536,27,54,116
3537,26,55,116
3538,26,56,118
3539,26,56,118
3540,26,56,119
3541,27,57,122
3542,28,60,123
3543,28,60,121
3544,29,60,122
3545,33,61,127
3546,36,59,128
3547,38,58,126
3548,39,59,127
3549,42,58,127
3550,46,60,129
3551,50,58,129
3552,54,62,127
3553,53,64,127
3554,53,59,126
3555,52,59,126
3556,55,57,127
3557,55,56,128
3558,53,53,128
3559,49,52,130
3560,49,52,132
3561,47,53,130
3562,47,54,133
3563,48,57,134
3564,48,53,134
3565,49,53,134
3566,47,54,136
3567,47,54,136
3568,46,53,135
3569,47,53,134
3570,45,52,133
3571,42,53,132
3572,41,54,131
3573,39,54,129
3574,38,55,127
3575,35,53,125
3576,31,53,122
3577,26,49,109
3578,26,47,109
3579,26,48,109
3580,26,48,110
3581,26,49,112
3582,26,49,114
3583,27,52,114
3584,26,55,116
3585,25,54,118
3586,26,56,118
3587,26,57,119
3588,27,59,121
3589,28,62,123
3590,28,61,122
3591,29,60,122
3592,32,63,127
3593,34,57,129
3594,36,59,128
3595,37,58,129
3596,39,55,129
3597,43,57,128
3598,48,57,130
3599,50,59,130
3600,54,60,128
3601,54,62,124
3602,53,58,124
3603,55,56,127
3604,58,56,129
3605,55,53,128
3606,51,52,129
3607,51,50,132
3608,49,53,131
3609,48,52,128
3610,49,55,133
3611,49,55,134
3612,49,53,134
3613,49,54,134
3614,47,54,136
3615,47,54,136
3616,46,53,135
3617,45,52,134
3618,43,52,133
3619,41,53,132
3620,41,53,131
3621,39,52,129
3622,38,53,128
3623,35,52,125
3624,31,52,123
3625,27,50,108
3626,26,48,109
3627,26,49,110
3628,26,50,111
3629,26,50,113
3630,27,54,114
3631,27,54,115
3632,26,55,118
3633,25,56,118
3634,26,56,119
3635,27,58,121
3636,27,61,122
3637,28,62,122
3638,30,60,124
3639,36,63,126
3640,33,59,128
3641,36,59,129
3642,36,60,129
3643,38,58,130
3644,40,58,131
3645,44,58,132
3646,48,59,130
3647,51,58,130
3648,54,60,126
3649,54,59,124
3650,54,56,124
3651,56,56,127
3652,58,54,129
3653,55,53,130
3654,53,51,131
3655,52,50,132
3656,50,50,130
3657,48,54,132
3658,51,56,134
3659,49,53,134
3660,49,53,134
3661,48,53,136
3662,48,54,136
3663,47,54,136
3664,45,52,135
3665,44,53,134
3666,42,52,133
3667,41,51,132
3668,40,52,130
3669,39,51,131
3670,38,51,128
3671,34,51,124
3672,32,52,122
3673,30,52,118
3674,27,50,108
3675,27,48,108
3676,26,48,109
3677,26,50,111
3678,26,51,113
3679,27,52,114
3680,27,55,115
3681,26,55,117
3682,26,58,118
3683,26,58,118
3684,26,58,120
3685,28,62,121
3686,29,62,121
3687,30,62,124
3688,36,59,126
3689,36,62,129
3690,39,58,130
3691,35,60,130
3692,36,61,132
3693,39,58,132
3694,42,58,133
3695,45,57,131
3696,50,58,130
3697,52,58,130
3698,54,63,126
3699,54,60,124
3700,56,57,124
3701,58,55,128
3702,57,55,129
3703,54,54,130
3704,52,54,132
3705,51,55,131
3706,49,55,129
3707,51,56,132
3708,48,55,134
3709,49,52,134
3710,49,52,134
3711,48,52,136
3712,48,53,136
3713,45,52,136
3714,44,53,134
3715,44,51,134
3716,42,51,132
3717,41,50,132
3718,39,51,131
3719,39,49,131
3720,38,49,130
3721,36,49,125
3722,32,50,123
3723,30,51,119
3724,27,50,108
3725,27,49,108
3726,26,50,110
3727,26,51,112
3728,27,51,113
3729,27,55,114
3730,26,55,116
3731,26,55,118
3732,26,58,118
3733,27,58,120
3734,28,61,121
3735,30,62,120
3736,32,62,123
3737,33,61,125
3738,36,65,129
3739,38,62,129
3740,42,63,130
3741,41,62,131
3742,40,62,132
3743,43,55,133
3744,49,60,133
3745,47,58,130
3746,50,61,131
3747,52,64,128
3748,51,63,126
3749,56,62,126
3750,56,59,125
3751,56,59,129
3752,54,55,130
3753,52,56,131
3754,51,57,132
3755,50,55,129
3756,50,55,132
3757,50,54,134
3758,49,54,134
3759,48,54,134
3760,48,52,133
3761,48,53,135
3762,47,53,135
3763,45,52,134
3764,44,52,134
3765,44,50,134
3766,43,50,135
3767,41,49,132
3768,39,49,131
3769,39,48,130
3770,37,50,127
3771,36,49,126
3772,33,49,122
3773,32,52,120
3774,30,50,120
3775,28,41,107
3776,28,49,108
3777,28,49,109
3778,27,51,111
3779,28,51,112
3780,28,51,112
3781,28,55,115
3782,27,55,117
3783,28,56,117
3784,27,58,118
3785,29,60,119
3786,31,61,120
3787,32,65,122
3788,33,64,122
3789,37,62,128
3790,37,65,129
3791,42,62,129
3792,43,63,131
3793,40,59,132
3794,43,54,132
3795,46,60,134
3796,51,60,131
3797,52,60,130
3798,49,62,128
3799,53,65,128
3800,55,66,125
3801,55,63,126
3802,56,63,126
3803,55,58,130
3804,52,54,130
3805,52,58,131
3806,50,59,131
3807,50,52,129
3808,49,54,134
3809,49,54,134
3810,49,51,133
3811,47,54,133
3812,47,53,135
3813,47,51,136
3814,45,51,136
3815,45,50,134
3816,44,51,134
3817,44,50,134
3818,42,50,132
3819,42,50,131
3820,40,49,129
3821,39,49,127
3822,37,50,126
3823,36,49,124
3824,35,50,122
3825,32,49,121
3826,31,50,121
3827,28,39,96
3828,28,49,108
3829,28,50,109
3830,29,51,111
3831,28,51,111
3832,29,54,112
3833,28,55,115
3834,28,57,117
3835,29,58,119
3836,28,59,119
3837,30,61,121
3838,32,62,121
3839,33,63,122
3840,34,60,127
3841,38,62,129
3842,43,63,130
3843,49,57,131
3844,50,54,132
3845,49,55,132
3846,45,52,134
3847,49,61,133
3848,52,63,131
3849,52,62,132
3850,54,67,129
3851,54,69,127
3852,54,66,125
3853,55,63,126
3854,56,61,126
3855,52,58,131
3856,52,57,130
3857,51,60,130
3858,51,56,130
3859,49,54,131
3860,49,53,135
3861,49,53,134
3862,48,53,134
3863,48,50,134
3864,46,49,135
3865,45,49,135
3866,45,50,134
3867,45,50,134
3868,45,51,135
3869,43,50,134
3870,43,50,133
3871,41,50,131
3872,39,50,129
3873,39,49,127
3874,38,51,127
3875,37,51,124
3876,35,49,123
3877,32,50,122
3878,32,50,120
3879,29,51,120
3880,0,7,26
3881,28,51,107
3882,28,49,108
3883,30,51,110
3884,30,53,112
3885,29,53,112
3886,28,54,114
3887,28,55,115
3888,29,56,118
3889,29,60,119
3890,29,62,121
3891,32,62,121
3892,32,64,124
3893,31,60,126
3894,34,61,130
3895,44,58,131
3896,48,59,131
3897,51,58,132
3898,53,56,133
3899,52,55,134
3900,48,57,132
3901,49,61,133
3902,53,65,132
3903,51,66,129
3904,55,65,128
3905,55,71,127
3906,54,67,125
3907,55,66,126
3908,53,60,128
3909,52,57,131
3910,52,55,131
3911,51,55,130
3912,50,55,131
3913,49,54,135
3914,50,54,134
3915,48,53,134
3916,48,52,133
3917,47,50,133
3918,45,49,135
3919,45,49,135
3920,45,50,134
3921,45,51,135
3922,45,52,135
3923,43,51,134
3924,43,50,132
3925,40,50,131
3926,39,50,128
3927,39,51,127
3928,38,50,127
3929,37,49,124
3930,36,50,123
3931,35,50,123
3932,33,50,121
3933,30,51,121
3934,0,7,26
3935,0,7,26
3936,31,49,108
3937,30,52,109
3938,30,53,112
3939,30,54,112
3940,29,55,112
3941,29,55,114
3942,31,55,117
3943,31,57,119
3944,30,59,119
3945,30,60,121
3946,32,62,123
3947,31,60,124
3948,31,56,131
3949,35,62,133
3950,45,55,131
3951,50,59,132
3952,51,57,133
3953,52,56,133
3954,51,53,132
3955,52,60,132
3956,53,62,134
3957,53,66,133
3958,53,70,130
3959,55,66,128
3960,53,69,126
3961,54,66,125
3962,54,63,127
3963,52,60,128
3964,52,59,131
3965,51,58,131
3966,50,56,131
3967,51,54,132
3968,49,53,135
3969,49,53,133
3970,48,51,133
3971,47,48,134
3972,47,49,135
3973,46,49,135
3974,44,48,135
3975,44,49,135
3976,45,52,135
3977,45,52,134
3978,44,52,133
3979,42,51,132
3980,40,51,132
3981,39,52,130
3982,39,49,128
3983,38,51,128
3984,37,50,126
3985,36,50,124
3986,36,50,125
3987,33,50,122
3988,33,50,122
3989,30,51,120
3990,0,7,26
3991,0,5,26
3992,32,52,110
3993,31,52,111
3994,30,54,112
3995,30,55,112
3996,30,56,112
3997,30,54,117
3998,31,54,120
3999,31,57,121
4000,30,57,121
4001,31,59,123
4002,31,60,127
4003,30,58,130
4004,32,60,132
4005,33,64,133
4006,45,54,132
4007,50,56,133
4008,53,56,133
4009,52,55,133
4010,50,54,133
4011,51,59,133
4012,52,61,134
4013,57,68,130
4014,55,67,129
4015,54,66,129
4016,54,66,126
4017,53,64,127
4018,53,63,129
4019,52,60,129
4020,50,61,131
4021,51,58,132
4022,51,56,130
4023,50,55,134
4024,50,55,134
4025,49,52,133
4026,48,51,133
4027,47,48,134
4028,46,50,135
4029,46,50,135
4030,45,50,136
4031,44,51,136
4032,44,51,134
4033,45,51,134
4034,43,51,134
4035,42,50,132
4036,40,52,131
4037,39,50,130
4038,39,50,128
4039,38,52,129
4040,38,52,126
4041,37,51,125
4042,36,51,126
4043,35,52,124
4044,33,52,125
4045,32,52,124
4046,0,5,26
4047,31,14,107
4048,31,52,109
4049,31,54,110
4050,32,53,111
4051,32,54,112
4052,31,55,112
4053,30,56,117
4054,31,55,119
4055,31,56,120
4056,31,57,120
4057,30,58,122
4058,32,61,127
4059,31,56,128
4060,32,60,131
4061,32,64,133
4062,36,63,133
4063,43,54,134
4064,50,57,134
4065,50,56,134
4066,50,55,134
4067,51,59,133
4068,52,56,134
4069,55,61,131
4070,56,68,131
4071,53,67,129
4072,53,67,129
4073,53,65,126
4074,52,63,128
4075,51,63,131
4076,51,63,129
4077,51,62,130
4078,50,58,130
4079,51,58,131
4080,50,57,134
4081,50,56,134
4082,49,52,133
4083,47,52,133
4084,47,51,137
4085,46,51,136
4086,45,51,137
4087,45,52,136
4088,44,51,135
4089,44,52,134
4090,43,52,134
4091,43,52,133
4092,41,52,132
4093,39,50,130
4094,39,50,131
4095,39,49,130
4096,38,52,129
4097,38,53,128
4098,37,52,127
4099,37,52,127
4100,36,52,126
4101,34,52,124
4102,33,52,124
4103,31,51,123
4104,30,12,96
4105,31,53,108
4106,32,54,110
4107,32,55,110
4108,34,56,112
4109,33,55,112
4110,31,56,114
4111,30,56,119
4112,31,56,120
4113,31,56,121
4114,29,57,123
4115,33,59,127
4116,32,55,128
4117,31,55,129
4118,33,59,132
4119,32,61,133
4120,37,57,134
4121,44,57,134
4122,49,55,134
4123,50,51,134
4124,50,52,134
4125,51,57,134
4126,53,56,134
4127,56,64,131
4128,55,66,130
4129,55,67,129
4130,54,69,128
4131,53,63,126
4132,53,61,127
4133,51,62,130
4134,51,65,128
4135,51,61,128
4136,50,59,130
4137,51,58,133
4138,51,58,135
4139,50,55,134
4140,47,53,134
4141,47,51,135
4142,46,51,137
4143,46,51,135
4144,45,52,135
4145,45,52,134
4146,45,51,134
4147,43,52,134
4148,43,53,134
4149,43,51,133
4150,42,50,132
4151,40,50,131
4152,39,50,131
4153,39,49,130
4154,38,53,129
4155,38,52,129
4156,37,52,130
4157,37,51,129
4158,37,52,126
4159,35,52,124
4160,34,54,124
4161,33,54,125
4162,0,4,26
4163,31,12,106
4164,30,14,107
4165,30,50,107
4166,31,51,108
4167,31,52,110
4168,32,54,110
4169,33,56,111
4170,33,58,113
4171,33,58,114
4172,32,61,117
4173,32,58,120
4174,32,55,120
4175,31,56,123
4176,34,56,126
4177,34,57,129
4178,32,53,130
4179,34,57,131
4180,33,61,133
4181,34,61,134
4182,39,58,134
4183,46,57,134
4184,48,52,134
4185,47,51,134
4186,48,54,132
4187,51,60,133
4188,52,60,131
4189,54,66,131
4190,55,65,126
4191,56,67,127
4192,54,62,127
4193,52,62,128
4194,53,63,128
4195,50,65,128
4196,51,63,127
4197,50,60,129
4198,50,59,131
4199,51,60,134
4200,51,58,135
4201,49,57,135
4202,47,54,134
4203,47,52,134
4204,46,50,136
4205,46,50,136
4206,45,50,134
4207,45,52,134
4208,44,52,134
4209,44,53,134
4210,44,51,134
4211,43,51,132
4212,42,50,132
4213,40,50,131
4214,39,50,132
4215,39,50,130
4216,38,54,130
4217,38,54,129
4218,37,54,130
4219,37,52,128
4220,37,53,128
4221,36,54,127
4222,35,54,125
4223,34,54,125
4224,32,53,123
4225,0,6,26
4226,0,4,26
4227,0,4,26
4228,0,4,26
4229,30,9,95
4230,31,13,107
4231,31,54,107
4232,31,53,107
4233,31,53,108
4234,32,53,110
4235,33,55,111
4236,33,57,113
4237,32,60,113
4238,33,61,116
4239,32,62,118
4240,32,61,120
4241,30,58,122
4242,31,55,124
4243,32,59,128
4244,32,55,130
4245,32,53,130
4246,33,57,132
4247,32,60,135
4248,35,61,134
4249,41,57,135
4250,46,53,132
4251,46,51,134
4252,47,51,134
4253,49,55,134
4254,50,59,131
4255,53,63,129
4256,53,66,127
4257,53,64,126
4258,55,68,127
4259,52,63,128
4260,52,65,128
4261,51,65,128
4262,51,66,127
4263,51,64,128
4264,50,64,130
4265,50,63,132
4266,50,61,135
4267,51,58,135
4268,49,58,135
4269,47,53,134
4270,46,55,137
4271,46,52,137
4272,45,51,134
4273,44,52,134
4274,44,52,134
4275,44,52,134
4276,44,50,135
4277,43,51,135
4278,44,51,132
4279,42,50,132
4280,40,49,132
4281,39,50,132
4282,39,50,131
4283,38,53,129
4284,38,54,129
4285,37,54,130
4286,37,52,129
4287,36,52,130
4288,36,53,130
4289,35,54,126
4290,33,57,126
4291,32,58,125
4292,41,49,96
4293,0,4,26
4294,0,4,26
4295,0,4,26
4296,1,4,26
4297,1,4,26
4298,31,11,106
4299,32,57,107
4300,31,56,107
4301,33,57,107
4302,32,55,108
4303,33,54,111
4304,33,57,112
4305,33,55,113
4306,34,60,114
4307,33,60,115
4308,33,61,118
4309,34,62,119
4310,30,57,121
4311,31,57,123
4312,31,58,126
4313,32,58,128
4314,34,56,130
4315,34,58,131
4316,33,59,132
4317,35,61,135
4318,39,56,135
4319,45,57,133
4320,43,52,134
4321,45,50,133
4322,46,51,134
4323,52,59,134
4324,48,61,130
4325,52,65,128
4326,53,67,126
4327,51,65,127
4328,55,65,127
4329,51,65,128
4330,52,66,128
4331,52,67,129
4332,52,68,127
4333,50,66,130
4334,50,65,131
4335,51,62,135
4336,51,60,134
4337,51,58,135
4338,48,58,135
4339,47,55,134
4340,46,55,138
4341,46,55,136
4342,44,51,134
4343,44,52,135
4344,44,50,135
4345,44,51,136
4346,43,51,136
4347,43,51,134
4348,43,51,133
4349,43,50,134
4350,42,49,134
4351,39,50,132
4352,38,49,132
4353,37,53,130
4354,37,53,130
4355,37,56,131
4356,36,55,129
4357,36,57,129
4358,36,56,129
4359,35,57,127
4360,33,57,127
4361,32,56,127
4362,41,61,109
4363,41,61,109
4364,41,61,109
4365,41,60,108
4366,41,62,107
4367,42,62,105
4368,1,4,26
4369,1,4,26
4370,1,4,26
4371,34,30,106
4372,33,60,107
4373,33,59,106
4374,31,58,107
4375,32,60,107
4376,32,57,111
4377,33,57,112
4378,33,59,112
4379,33,60,114
4380,32,61,115
4381,32,62,117
4382,32,62,118
4383,32,61,121
4384,31,57,123
4385,31,58,123
4386,31,60,124
4387,32,56,129
4388,33,59,131
4389,33,60,130
4390,32,60,133
4391,39,60,135
4392,44,57,135
4393,43,54,133
4394,43,55,134
4395,46,53,135
4396,46,55,134
4397,50,59,132
4398,49,60,129
4399,50,66,127
4400,52,67,127
4401,55,64,127
4402,53,65,129
4403,51,64,127
4404,53,65,128
4405,54,67,129
4406,52,66,128
4407,50,66,131
4408,50,64,132
4409,50,61,135
4410,51,59,135
4411,50,58,135
4412,48,57,136
4413,46,55,136
4414,46,55,138
4415,44,55,138
4416,44,54,135
4417,44,51,136
4418,44,51,136
4419,44,53,136
4420,42,52,136
4421,42,52,133
4422,42,51,134
4423,42,51,134
4424,41,52,134
4425,40,52,132
4426,39,52,132
4427,37,54,130
4428,37,56,130
4429,37,58,130
4430,36,57,130
4431,36,57,129
4432,36,57,129
4433,35,58,127
4434,34,60,127
4435,30,61,126
4436,41,60,110
4437,41,61,110
4438,41,61,109
4439,41,61,109
4440,41,63,108
4441,43,62,108
4442,43,60,98
4443,37,13,98
4444,36,59,106
4445,35,59,106
4446,34,62,107
4447,33,63,106
4448,31,63,106
4449,33,63,110
4450,32,60,113
4451,32,60,114
4452,32,62,115
4453,31,62,115
4454,31,63,116
4455,31,63,118
4456,30,62,119
4457,30,56,123
4458,29,57,123
4459,29,59,123
4460,30,58,126
4461,34,56,130
4462,34,59,131
4463,35,61,132
4464,36,60,134
4465,42,59,136
4466,42,56,134
4467,39,55,133
4468,44,57,133
4469,47,56,134
4470,46,61,130
4471,49,60,129
4472,48,63,129
4473,49,69,127
4474,50,66,127
4475,52,68,127
4476,51,67,129
4477,53,66,129
4478,53,65,130
4479,54,67,130
4480,50,66,129
4481,50,65,132
4482,49,64,135
4483,51,60,136
4484,51,60,135
4485,51,59,135
4486,48,58,137
4487,46,58,137
4488,45,58,138
4489,43,58,137
4490,43,56,136
4491,43,56,136
4492,43,55,136
4493,43,55,136
4494,42,54,135
4495,42,54,135
4496,42,53,135
4497,42,52,134
4498,41,52,133
4499,40,53,132
4500,39,55,133
4501,38,57,132
4502,37,58,131
4503,37,60,131
4504,36,60,131
4505,37,60,130
4506,37,60,130
4507,37,61,128
4508,35,60,128
4509,30,60,127
4510,41,61,109
4511,41,63,109
4512,41,62,110
4513,41,62,110
4514,42,63,110
4515,43,64,110
4516,43,65,110
4517,43,63,110
4518,43,63,109
4519,37,62,108
4520,36,62,107
4521,36,65,107
4522,33,65,106
4523,32,64,109
4524,33,63,112
4525,32,63,114
4526,32,63,115
4527,31,64,115
4528,31,64,115
4529,31,63,119
4530,30,64,119
4531,30,61,121
4532,29,58,123
4533,28,56,123
4534,28,59,123
4535,30,55,129
4536,32,57,131
4537,34,61,131
4538,35,61,133
4539,37,60,135
4540,41,59,134
4541,42,59,134
4542,41,59,133
4543,45,60,133
4544,45,56,132
4545,44,62,131
4546,44,61,129
4547,45,68,128
4548,47,67,126
4549,50,69,128
4550,53,74,129
4551,52,68,128
4552,53,67,129
4553,54,66,131
4554,53,67,131
4555,50,66,132
4556,49,66,132
4557,49,64,136
4558,51,61,136
4559,50,60,135
4560,51,58,136
4561,46,57,135
4562,44,58,137
4563,43,58,139
4564,43,56,139
4565,43,57,138
4566,43,56,137
4567,43,57,137
4568,43,55,136
4569,42,54,138
4570,42,53,136
4571,42,54,136
4572,41,54,135
4573,41,54,134
4574,40,55,133
4575,39,58,133
4576,38,59,131
4577,38,61,131
4578,38,61,131
4579,38,62,131
4580,37,60,130
4581,37,61,129
4582,37,62,128
4583,34,62,127
4584,29,61,127
4585,42,65,109
4586,42,65,109
4587,42,64,110
4588,43,65,110
4589,44,65,111
4590,44,65,111
4591,43,68,111
4592,43,68,110
4593,42,68,111
4594,39,67,110
4595,36,64,112
4596,36,67,110
4597,35,65,109
4598,33,68,112
4599,33,65,113
4600,33,64,113
4601,31,65,114
4602,31,65,115
4603,31,66,119
4604,31,66,119
4605,30,61,120
4606,29,62,122
4607,30,61,123
4608,28,58,124
4609,28,57,128
4610,29,57,132
4611,31,58,130
4612,33,60,134
4613,35,61,134
4614,37,60,134
4615,39,60,133
4616,42,61,135
4617,44,60,135
4618,44,57,131
4619,43,59,132
4620,43,64,129
4621,43,66,129
4622,41,71,124
4623,46,71,127
4624,51,76,127
4625,53,74,128
4626,52,70,129
4627,53,71,130
4628,53,68,131
4629,51,66,131
4630,49,66,132
4631,49,65,133
4632,49,62,136
4633,51,61,136
4634,49,59,136
4635,49,59,136
4636,45,58,136
4637,44,57,138
4638,43,58,139
4639,43,60,139
4640,43,59,138
4641,43,57,137
4642,43,57,137
4643,42,57,138
4644,42,54,136
4645,41,54,136
4646,42,56,136
4647,41,55,134
4648,41,56,134
4649,41,58,133
4650,39,60,133
4651,38,61,131
4652,38,62,131
4653,38,62,131
4654,38,63,131
4655,37,61,131
4656,37,61,129
4657,37,61,128
4658,31,61,128
4659,42,66,109
4660,42,66,109
4661,43,66,109
4662,44,66,111
4663,44,66,111
4664,44,66,112
4665,44,67,112
4666,44,68,111
4667,42,67,113
4668,41,67,113
4669,37,65,114
4670,37,65,113
4671,36,67,111
4672,35,67,113
4673,33,65,113
4674,32,65,113
4675,32,65,114
4676,32,65,117
4677,31,64,119
4678,30,66,120
4679,30,63,121
4680,29,60,122
4681,29,58,124
4682,27,58,128
4683,29,56,132
4684,29,56,132
4685,31,55,131
4686,30,61,136
4687,33,58,134
4688,35,59,134
4689,37,60,135
4690,39,59,136
4691,42,60,132
4692,42,59,130
4693,41,64,132
4694,40,65,129
4695,43,70,125
4696,42,71,126
4697,47,73,125
4698,50,75,128
4699,52,74,128
4700,52,71,129
4701,52,72,129
4702,52,69,130
4703,50,67,132
4704,49,66,132
4705,49,66,135
4706,49,63,137
4707,50,63,138
4708,49,60,136
4709,48,60,137
4710,45,56,139
4711,44,59,139
4712,43,58,138
4713,43,59,139
4714,43,59,138
4715,43,59,137
4716,43,60,137
